,Date,Quantity
1230,2021-09-14,106913.6
1239,2021-09-13,109834.8
1248,2021-09-12,111008.1
1259,2021-09-11,108199.4
1267,2021-09-10,104018.7
1275,2021-09-09,102979.8
1285,2021-09-08,104676.7
1294,2021-09-07,108304.4
1304,2021-09-06,110795.4
1310,2021-09-05,111214.9
1321,2021-09-04,108990.3
1330,2021-09-03,108622.2
1342,2021-09-02,106378.6
1349,2021-09-01,110224.4
1356,2021-08-31,116026.0
1364,2021-08-30,116548.4
1373,2021-08-29,119635.9
1385,2021-08-28,112362.6
1394,2021-08-27,110427.7
1400,2021-08-26,106398.2
1410,2021-08-25,110047.9
1418,2021-08-24,109323.3
1429,2021-08-23,112489.9
1440,2021-08-22,116072.8
1445,2021-08-21,111047.4
1456,2021-08-20,108931.4
1462,2021-08-19,107607.3
1474,2021-08-18,113053.3
1481,2021-08-17,111767.4
1491,2021-08-16,114560.0
1501,2021-08-15,113212.5
1507,2021-08-14,108648.2
1518,2021-08-13,106135.0
1525,2021-08-12,104308.7
1535,2021-08-11,105336.0
1542,2021-08-10,106561.5
1551,2021-08-09,108726.4
1561,2021-08-08,114209.9
1569,2021-08-07,111194.8
1577,2021-08-06,111427.6
1586,2021-08-05,111536.7
1595,2021-08-04,115339.2
1604,2021-08-03,115911.6
1613,2021-08-02,114319.6
1618,2021-08-01,116581.2
1628,2021-07-31,111650.0
1640,2021-07-30,107874.6
1645,2021-07-29,99503.3
1654,2021-07-28,101317.5
1662,2021-07-27,100437.0
1671,2021-07-26,100703.7
1679,2021-07-25,96166.2
1689,2021-07-24,90354.8
1697,2021-07-23,89588.8
1704,2021-07-22,86147.1
1713,2021-07-21,87705.1
1725,2021-07-20,87213.8
1731,2021-07-19,82122.3
1741,2021-07-18,82525.6
1750,2021-07-17,78606.5
1757,2021-07-16,76341.5
1769,2021-07-15,76120.9
1775,2021-07-14,76837.1
1783,2021-07-13,75082.4
1795,2021-07-12,78117.5
1803,2021-07-11,80656.7
1810,2021-07-10,79324.3
1822,2021-07-09,87805.0
1826,2021-07-08,87362.2
1836,2021-07-07,91023.7
1844,2021-07-06,93223.4
1856,2021-07-05,98681.9
1863,2021-07-04,105465.4
1874,2021-07-03,103274.6
1884,2021-07-02,104360.3
1886,2021-07-01,105524.3
1894,2021-06-30,111462.9
1902,2021-06-29,108967.8
1915,2021-06-28,109381.5
1921,2021-06-27,109189.0
1927,2021-06-26,106422.5
1936,2021-06-25,107321.2
1947,2021-06-24,105916.1
1959,2021-06-23,112578.5
1965,2021-06-22,115899.6
1970,2021-06-21,120037.7
1979,2021-06-20,114268.0
1987,2021-06-19,113387.8
1999,2021-06-18,118237.5
2007,2021-06-17,123412.2
2015,2021-06-16,129501.5
2025,2021-06-15,130863.5
2033,2021-06-14,133451.0
2045,2021-06-13,137913.1
2054,2021-06-12,130681.2
2058,2021-06-11,129201.6
2068,2021-06-10,138984.1
2080,2021-06-09,143096.9
2088,2021-06-08,143405.4
2098,2021-06-07,139874.7
2104,2021-06-06,140751.3
2112,2021-06-05,134454.3
2122,2021-06-04,132736.7
2132,2021-06-03,129897.0
2139,2021-06-02,133438.2
2149,2021-06-01,133179.5
2157,2021-05-31,131975.9
2169,2021-05-30,131979.7
2175,2021-05-29,124106.7
2182,2021-05-28,126776.4
2192,2021-05-27,123680.3
2202,2021-05-26,126527.3
2206,2021-05-25,127246.4
2218,2021-05-24,126900.2
2229,2021-05-23,129471.2
2233,2021-05-22,122797.3
2245,2021-05-21,119049.9
2251,2021-05-20,119639.0
2262,2021-05-19,125480.5
2268,2021-05-18,123034.2
2279,2021-05-17,124323.9
2287,2021-05-16,128316.5
2297,2021-05-15,125345.7
2304,2021-05-14,124282.3
2316,2021-05-13,124106.6
2324,2021-05-12,123363.7
2331,2021-05-11,123205.5
2343,2021-05-10,122536.6
2349,2021-05-09,123635.3
2359,2021-05-08,118716.7
2371,2021-05-07,116755.0
2380,2021-05-06,112260.9
2384,2021-05-05,114549.7
2393,2021-05-04,110780.3
2404,2021-05-03,108891.1
2413,2021-05-02,113433.5
2417,2021-05-01,106572.9
2427,2021-04-30,105318.6
2438,2021-04-29,99047.3
2446,2021-04-28,101275.7
2454,2021-04-27,99430.2
2462,2021-04-26,100860.7
2471,2021-04-25,99110.3
2480,2021-04-24,95076.1
2489,2021-04-23,95507.4
2500,2021-04-22,94546.2
2505,2021-04-21,98384.1
2515,2021-04-20,96465.7
2523,2021-04-19,100009.2
2531,2021-04-18,101390.5
2539,2021-04-17,97785.5
2547,2021-04-16,94971.2
2555,2021-04-15,95209.4
2568,2021-04-14,100582.7
2574,2021-04-13,97152.0
2582,2021-04-12,99917.0
2593,2021-04-11,104853.6
2601,2021-04-10,101793.1
2610,2021-04-09,103991.3
2621,2021-04-08,104114.0
2631,2021-04-07,107838.5
2636,2021-04-06,109889.0
2645,2021-04-05,108235.7
2652,2021-04-04,108287.5
2662,2021-04-03,105197.4
2670,2021-04-02,105162.7
2678,2021-04-01,101227.0
2687,2021-03-31,103310.7
2696,2021-03-30,99663.5
2703,2021-03-29,99590.0
2715,2021-03-28,102508.8
2722,2021-03-27,98522.5
2729,2021-03-26,100078.2
2739,2021-03-25,99275.0
2747,2021-03-24,102543.5
2756,2021-03-23,98021.5
2766,2021-03-22,96124.0
2775,2021-03-21,97803.3
2786,2021-03-20,91983.1
2791,2021-03-19,90470.7
2801,2021-03-18,84729.3
2806,2021-03-17,89326.9
2814,2021-03-16,90034.7
2822,2021-03-15,91099.9
2835,2021-03-14,89761.7
2844,2021-03-13,87135.3
2850,2021-03-12,87816.5
2859,2021-03-11,85881.9
2868,2021-03-10,89698.2
2876,2021-03-09,90503.5
2885,2021-03-08,94774.7
2893,2021-03-07,96789.4
2901,2021-03-06,89924.8
2912,2021-03-05,90517.2
2919,2021-03-04,92810.7
2929,2021-03-03,96462.9
2938,2021-03-02,100037.8
2947,2021-03-01,101520.0
2955,2021-02-28,102463.4
2968,2021-02-27,97002.2
2973,2021-02-26,96479.2
2982,2021-02-25,91706.6
2992,2021-02-24,95628.7
2999,2021-02-23,91685.9
3008,2021-02-22,92901.6
3018,2021-02-21,95292.4
3024,2021-02-20,89131.6
3035,2021-02-19,89008.4
3043,2021-02-18,87713.7
3052,2021-02-17,90759.8
3060,2021-02-16,91058.0
3069,2021-02-15,92167.1
3081,2021-02-14,95995.9
3087,2021-02-13,93278.5
3099,2021-02-12,92450.5
3106,2021-02-11,91275.9
3113,2021-02-10,95551.1
3121,2021-02-09,97128.7
3129,2021-02-08,99659.1
3138,2021-02-07,104669.6
3150,2021-02-06,100447.5
3157,2021-02-05,102529.6
3165,2021-02-04,100905.5
3174,2021-02-03,106458.5
3185,2021-02-02,108588.9
3189,2021-02-01,110009.5
3199,2021-01-31,112840.1
3204,2021-01-30,108912.9
3213,2021-01-29,110091.9
3221,2021-01-28,108086.7
3230,2021-01-27,112255.8
3240,2021-01-26,113858.8
3251,2021-01-25,113915.5
3256,2021-01-24,115836.7
3263,2021-01-23,111320.5
3272,2021-01-22,114325.1
3281,2021-01-21,113396.4
3290,2021-01-20,115594.5
3300,2021-01-19,115707.9
3307,2021-01-18,113600.7
3316,2021-01-17,114250.5
3325,2021-01-16,109552.9
3334,2021-01-15,110151.1
3344,2021-01-14,109124.5
3351,2021-01-13,111934.5
3362,2021-01-12,108413.9
3368,2021-01-11,106574.7
3378,2021-01-10,110557.5
3386,2021-01-09,107432.1
3397,2021-01-08,112345.7
3407,2021-01-07,117447.8
3412,2021-01-06,115978.5
3421,2021-01-05,117169.0
3433,2021-01-04,117759.0
3442,2021-01-03,119153.5
3446,2021-01-02,117071.9
3451,2021-01-01,119869.1
3460,2020-12-31,120165.9
3469,2020-12-30,125669.8
3476,2020-12-29,127271.7
3485,2020-12-28,126840.8
3495,2020-12-27,131997.1
3500,2020-12-26,128838.7
3513,2020-12-25,129564.7
3518,2020-12-24,129872.2
3530,2020-12-23,133187.8
3538,2020-12-22,132759.4
3545,2020-12-21,129050.7
3555,2020-12-20,128818.4
3563,2020-12-19,122195.1
3572,2020-12-18,118884.2
3583,2020-12-17,116832.2
3590,2020-12-16,120188.8
3598,2020-12-15,120446.9
3607,2020-12-14,122102.5
3616,2020-12-13,123996.0
3626,2020-12-12,119031.9
3639,2020-12-11,122606.9
3643,2020-12-10,118670.0
3654,2020-12-09,121636.9
3661,2020-12-08,121575.2
3671,2020-12-07,125103.2
3678,2020-12-06,124111.1
3687,2020-12-05,118289.0
3697,2020-12-04,118599.4
3705,2020-12-03,116358.3
3718,2020-12-02,120277.2
3724,2020-12-01,118632.5
3733,2020-11-30,121516.1
3744,2020-11-29,124264.5
3755,2020-11-28,118796.5
3761,2020-11-27,116475.0
3767,2020-11-26,117200.3
3778,2020-11-25,119723.4
3788,2020-11-24,116965.3
3794,2020-11-23,114818.2
3806,2020-11-22,113843.6
3813,2020-11-21,108282.9
3821,2020-11-20,107680.6
3833,2020-11-19,103559.7
3839,2020-11-18,104583.3
3848,2020-11-17,103929.8
3860,2020-11-16,99036.1
3866,2020-11-15,98549.0
3876,2020-11-14,93371.0
3883,2020-11-13,94359.6
3892,2020-11-12,91962.7
3902,2020-11-11,94561.2
3909,2020-11-10,91843.2
3918,2020-11-09,91428.6
3928,2020-11-08,92170.7
3935,2020-11-07,86569.1
3948,2020-11-06,87823.2
3954,2020-11-05,89244.2
3963,2020-11-04,88439.5
3973,2020-11-03,86787.4
3985,2020-11-02,86047.2
3991,2020-11-01,83524.7
3997,2020-10-31,79078.9
4006,2020-10-30,75081.3
4014,2020-10-29,72132.7
4022,2020-10-28,71902.7
4032,2020-10-27,69275.6
4045,2020-10-26,63977.6
4050,2020-10-25,65745.2
4060,2020-10-24,60400.6
4065,2020-10-23,58325.9
4075,2020-10-22,56452.0
4081,2020-10-21,56431.0
4091,2020-10-20,56441.0
4099,2020-10-19,56365.8
4108,2020-10-18,58311.6
4119,2020-10-17,56764.5
4127,2020-10-16,57608.2
4133,2020-10-15,56181.2
4141,2020-10-14,58211.1
4150,2020-10-13,58507.0
4159,2020-10-12,58988.3
4170,2020-10-11,60240.4
4177,2020-10-10,58304.6
4186,2020-10-09,56842.4
4193,2020-10-08,55767.1
4201,2020-10-07,55647.7
4211,2020-10-06,54648.6
4219,2020-10-05,54898.8
4231,2020-10-04,56253.1
4237,2020-10-03,53495.7
4247,2020-10-02,52621.3
4255,2020-10-01,52323.7
4264,2020-09-30,52653.0
4274,2020-09-29,53159.4
4282,2020-09-28,52349.9
4294,2020-09-27,53221.6
4301,2020-09-26,50142.6
4308,2020-09-25,48744.1
4320,2020-09-24,46717.8
4326,2020-09-23,47530.4
4337,2020-09-22,47044.3
4347,2020-09-21,45844.0
4352,2020-09-20,45080.6
4364,2020-09-19,42833.9
4372,2020-09-18,41747.0
4381,2020-09-17,40014.5
4392,2020-09-16,42395.2
4396,2020-09-15,42988.8
4405,2020-09-14,41741.6
4413,2020-09-13,45693.7
4423,2020-09-12,45695.4
4433,2020-09-11,46016.6
4439,2020-09-10,46355.0
4450,2020-09-09,48592.7
4457,2020-09-08,50169.1
4465,2020-09-07,52269.1
4480,2020-09-05,58544.0
4482,2020-09-04,55906.4
4492,2020-09-03,57791.7
4501,2020-09-02,59156.8
4509,2020-09-01,62271.2
4518,2020-08-31,64151.2
4529,2020-08-30,65850.4
4536,2020-08-29,65207.5
4545,2020-08-28,64274.7
4554,2020-08-27,63203.8
4568,2020-08-26,57762.3
4573,2020-08-25,62373.7
4581,2020-08-24,62508.3
4590,2020-08-23,62009.4
4600,2020-08-22,60736.2
4608,2020-08-21,60771.4
4614,2020-08-20,61384.7
4622,2020-08-19,63352.1
4632,2020-08-18,66646.6
4642,2020-08-17,69330.2
4651,2020-08-16,70081.5
4660,2020-08-15,68132.2
4667,2020-08-14,69596.1
4676,2020-08-13,67341.8
4684,2020-08-12,68135.0
4690,2020-08-11,67830.7
4702,2020-08-10,68115.9
4710,2020-08-09,68737.9
4718,2020-08-08,66106.6
4725,2020-08-07,65251.6
4735,2020-08-06,67610.0
4745,2020-08-05,68032.7
4754,2020-08-04,66793.8
4764,2020-08-03,68924.2
4772,2020-08-02,68756.0
4779,2020-08-01,66264.9
4788,2020-07-31,65849.0
4797,2020-07-30,62229.5
4805,2020-07-29,61848.1
4815,2020-07-28,61809.2
4827,2020-07-27,59461.3
4832,2020-07-26,60203.6
4840,2020-07-25,57176.5
4851,2020-07-24,54322.9
4862,2020-07-23,53107.6
4869,2020-07-22,53660.8
4876,2020-07-21,51266.9
4885,2020-07-20,52839.0
4895,2020-07-19,52886.8
4905,2020-07-18,49654.4
4910,2020-07-17,45755.6
4916,2020-07-16,41637.2
4925,2020-07-15,42259.1
4935,2020-07-14,38762.4
4940,2020-07-13,38896.3
4946,2020-07-12,38787.9
4953,2020-07-11,35967.4
4958,2020-07-10,34436.7
4968,2020-07-09,32377.7
4975,2020-07-08,33103.0
4980,2020-07-07,40203.5
4986,2020-07-06,42439.2
4993,2020-07-05,43023.8
4998,2020-07-04,41139.5
5004,2020-07-03,37685.8
5012,2020-07-02,34555.0
5021,2020-07-01,33935.9
5031,2020-06-30,30876.3
5036,2020-06-29,29310.1
5050,2020-06-28,30445.2
5058,2020-06-27,24602.6
5065,2020-06-26,25589.2
5073,2020-06-25,24963.9
5082,2020-06-24,29437.4
5093,2020-06-23,31955.2
5101,2020-06-22,35070.8
5108,2020-06-21,39575.8
5119,2020-06-20,43296.7
5128,2020-06-19,46956.4
5133,2020-06-18,45376.4
5144,2020-06-17,46022.8
5151,2020-06-16,44162.0
5162,2020-06-15,43985.5
5169,2020-06-14,43014.1
5180,2020-06-13,40930.3
5186,2020-06-12,40473.8
5196,2020-06-11,38573.1
5207,2020-06-10,38117.7
5214,2020-06-09,36763.8
5221,2020-06-08,35624.5
5229,2020-06-07,34201.6
5238,2020-06-06,32990.9
5250,2020-06-05,31873.6
5256,2020-06-04,30422.7
5268,2020-06-03,30807.0
5275,2020-06-02,30226.5
5285,2020-06-01,29917.8
5294,2020-05-31,29471.1
5303,2020-05-30,27962.1
5310,2020-05-29,27982.8
5322,2020-05-28,27615.7
5332,2020-05-27,27137.7
5342,2020-05-26,26448.8
5347,2020-05-25,26126.1
5356,2020-05-24,25233.9
5363,2020-05-23,22867.7
5370,2020-05-22,21668.0
5378,2020-05-21,20133.0
5387,2020-05-20,19825.1
5398,2020-05-19,18185.8
5405,2020-05-18,17047.1
5414,2020-05-17,15904.6
5423,2020-05-16,14566.8
5429,2020-05-15,13360.4
5440,2020-05-14,12241.1
5442,2020-05-13,12197.8
5448,2020-05-12,11214.2
5456,2020-05-11,10146.0
5461,2020-05-10,9148.4
5469,2020-05-09,8282.4
5471,2020-05-08,7062.8
