,Date,Quantity
1204,2021-09-17,51086.4
1213,2021-09-16,53663.0
1222,2021-09-15,56481.5
1229,2021-09-14,55708.2
1238,2021-09-13,57340.7
1247,2021-09-12,57833.2
1258,2021-09-11,55619.9
1265,2021-09-10,53616.6
1276,2021-09-09,53465.1
1283,2021-09-08,53552.0
1293,2021-09-07,55013.7
1306,2021-09-06,56507.1
1311,2021-09-05,56046.7
1322,2021-09-04,55320.7
1333,2021-09-03,55183.5
1340,2021-09-02,54264.2
1350,2021-09-01,56679.4
1355,2021-08-31,59854.7
1369,2021-08-30,59455.9
1378,2021-08-29,61167.0
1387,2021-08-28,58089.0
1396,2021-08-27,56728.0
1402,2021-08-26,54522.4
1413,2021-08-25,56980.9
1419,2021-08-24,56415.5
1430,2021-08-23,57522.8
1439,2021-08-22,59079.6
1446,2021-08-21,56251.0
1457,2021-08-20,55400.0
1461,2021-08-19,56074.9
1472,2021-08-18,57667.6
1480,2021-08-17,56626.4
1490,2021-08-16,58262.5
1497,2021-08-15,57460.6
1505,2021-08-14,55440.7
1517,2021-08-13,54311.5
1526,2021-08-12,53114.2
1534,2021-08-11,54233.0
1545,2021-08-10,54765.8
1558,2021-08-09,55419.8
1560,2021-08-08,55839.6
1570,2021-08-07,53390.7
1579,2021-08-06,53649.2
1587,2021-08-05,53279.8
1596,2021-08-04,54462.6
1603,2021-08-03,55538.9
1611,2021-08-02,55112.9
1621,2021-08-01,56023.2
1629,2021-07-31,53531.0
1638,2021-07-30,50744.0
1648,2021-07-29,48950.5
1655,2021-07-28,50920.8
1664,2021-07-27,49801.6
1672,2021-07-26,50342.1
1680,2021-07-25,48723.4
1687,2021-07-24,44891.1
1696,2021-07-23,44253.9
1708,2021-07-22,42331.7
1717,2021-07-21,43326.7
1727,2021-07-20,43098.7
1734,2021-07-19,41205.2
1740,2021-07-18,41855.8
1748,2021-07-17,39993.6
1758,2021-07-16,38270.4
1768,2021-07-15,38203.4
1777,2021-07-14,38802.9
1784,2021-07-13,38107.4
1794,2021-07-12,39531.3
1802,2021-07-11,40721.5
1811,2021-07-10,40424.5
1818,2021-07-09,44260.6
1828,2021-07-08,45437.3
1839,2021-07-07,47795.5
1846,2021-07-06,48681.7
1858,2021-07-05,51240.6
1866,2021-07-04,54739.1
1873,2021-07-03,53876.5
1883,2021-07-02,53389.4
1891,2021-07-01,52959.8
1897,2021-06-30,57300.0
1905,2021-06-29,57226.0
1914,2021-06-28,56829.6
1920,2021-06-27,55728.4
1929,2021-06-26,53969.5
1941,2021-06-25,54487.7
1946,2021-06-24,53238.3
1954,2021-06-23,56127.4
1966,2021-06-22,58457.1
1971,2021-06-21,62229.7
1983,2021-06-20,58174.6
1990,2021-06-19,56548.4
1997,2021-06-18,57079.6
2006,2021-06-17,58461.0
2017,2021-06-16,64137.6
2024,2021-06-15,64421.6
2032,2021-06-14,67103.5
2042,2021-06-13,66461.6
2050,2021-06-12,63406.0
2060,2021-06-11,60928.4
2072,2021-06-10,65199.9
2076,2021-06-09,68660.5
2087,2021-06-08,69329.2
2099,2021-06-07,69390.9
2106,2021-06-06,67554.2
2117,2021-06-05,64599.7
2124,2021-06-04,63106.7
2134,2021-06-03,62997.7
2144,2021-06-02,63904.9
2150,2021-06-01,64295.0
2159,2021-05-31,64216.9
2168,2021-05-30,63130.0
2173,2021-05-29,59876.4
2183,2021-05-28,60497.6
2190,2021-05-27,59921.4
2199,2021-05-26,60539.0
2207,2021-05-25,59250.9
2220,2021-05-24,61395.4
2228,2021-05-23,62835.4
2235,2021-05-22,59880.6
2247,2021-05-21,57536.7
2256,2021-05-20,57992.0
2263,2021-05-19,60420.9
2269,2021-05-18,59174.9
2277,2021-05-17,59000.4
2291,2021-05-16,60721.0
2296,2021-05-15,60703.9
2307,2021-05-14,59416.4
2312,2021-05-13,59327.4
2325,2021-05-12,58726.8
2335,2021-05-11,59435.9
2339,2021-05-10,58358.5
2348,2021-05-09,58528.0
2358,2021-05-08,56321.5
2370,2021-05-07,54784.8
2376,2021-05-06,53480.6
2385,2021-05-05,54193.7
2396,2021-05-04,51874.3
2406,2021-05-03,49903.4
2409,2021-05-02,52737.5
2420,2021-05-01,48787.9
2426,2021-04-30,47851.0
2437,2021-04-29,45031.5
2445,2021-04-28,46949.4
2457,2021-04-27,47461.8
2466,2021-04-26,47796.4
2474,2021-04-25,46220.8
2481,2021-04-24,44322.0
2492,2021-04-23,45647.9
2499,2021-04-22,44528.4
2507,2021-04-21,47226.9
2514,2021-04-20,47177.8
2527,2021-04-19,49266.7
2534,2021-04-18,50573.3
2537,2021-04-17,47906.5
2548,2021-04-16,47428.8
2558,2021-04-15,46586.6
2567,2021-04-14,49683.2
2575,2021-04-13,50123.8
2587,2021-04-12,51428.6
2595,2021-04-11,52901.3
2605,2021-04-10,51047.1
2612,2021-04-09,54847.4
2619,2021-04-08,52927.4
2628,2021-04-07,54642.6
2637,2021-04-06,55298.1
2646,2021-04-05,56730.8
2654,2021-04-04,57043.9
2659,2021-04-03,54638.1
2668,2021-04-02,56222.4
2677,2021-04-01,54079.2
2686,2021-03-31,55312.7
2697,2021-03-30,51298.7
2706,2021-03-29,51759.7
2717,2021-03-28,52685.6
2720,2021-03-27,50156.5
2734,2021-03-26,51262.6
2738,2021-03-25,50364.3
2748,2021-03-24,51113.3
2757,2021-03-23,47616.3
2769,2021-03-22,46946.2
2774,2021-03-21,47409.7
2787,2021-03-20,44000.2
2792,2021-03-19,43067.5
2803,2021-03-18,41624.6
2807,2021-03-17,43624.0
2813,2021-03-16,43069.3
2826,2021-03-15,44200.2
2836,2021-03-14,43372.7
2842,2021-03-13,42162.2
2853,2021-03-12,42137.4
2860,2021-03-11,41641.7
2872,2021-03-10,44309.0
2880,2021-03-09,45348.1
2887,2021-03-08,46823.1
2894,2021-03-07,49605.6
2902,2021-03-06,46032.2
2913,2021-03-05,47812.8
2920,2021-03-04,48832.0
2932,2021-03-03,50954.1
2940,2021-03-02,52653.9
2946,2021-03-01,52494.4
2956,2021-02-28,51863.3
2966,2021-02-27,49569.4
2972,2021-02-26,50356.1
2981,2021-02-25,46915.6
2995,2021-02-24,49425.8
3000,2021-02-23,46141.8
3009,2021-02-22,45565.1
3021,2021-02-21,47017.1
3027,2021-02-20,44403.0
3034,2021-02-19,47403.9
3044,2021-02-18,47455.5
3051,2021-02-17,48735.0
3061,2021-02-16,46473.5
3073,2021-02-15,47017.8
3082,2021-02-14,48297.6
3089,2021-02-13,46243.4
3100,2021-02-12,47712.5
3105,2021-02-11,46975.5
3117,2021-02-10,48525.1
3120,2021-02-09,47611.6
3130,2021-02-08,49048.3
3142,2021-02-07,51680.9
3148,2021-02-06,50334.5
3160,2021-02-05,51401.6
3164,2021-02-04,51494.7
3177,2021-02-03,55276.0
3187,2021-02-02,56731.6
3190,2021-02-01,57225.4
3197,2021-01-31,59388.5
3208,2021-01-30,57494.4
3215,2021-01-29,58371.1
3222,2021-01-28,58195.9
3231,2021-01-27,62479.6
3243,2021-01-26,62296.2
3248,2021-01-25,61777.0
3259,2021-01-24,62805.6
3262,2021-01-23,59002.6
3274,2021-01-22,60223.6
3280,2021-01-21,59067.0
3294,2021-01-20,59985.6
3298,2021-01-19,59511.8
3306,2021-01-18,58004.9
3317,2021-01-17,57616.4
3324,2021-01-16,56348.7
3336,2021-01-15,57442.2
3341,2021-01-14,56228.4
3350,2021-01-13,58855.2
3359,2021-01-12,56899.7
3369,2021-01-11,56805.7
3377,2021-01-10,58189.0
3387,2021-01-09,57126.8
3394,2021-01-08,60415.9
3404,2021-01-07,63036.8
3414,2021-01-06,62498.6
3426,2021-01-05,63162.5
3432,2021-01-04,63815.5
3437,2021-01-03,64156.2
3445,2021-01-02,63947.5
3456,2021-01-01,64509.0
3464,2020-12-31,63931.4
3468,2020-12-30,66322.5
3478,2020-12-29,67773.7
3488,2020-12-28,66650.0
3496,2020-12-27,69889.6
3502,2020-12-26,67912.8
3509,2020-12-25,68054.4
3519,2020-12-24,68524.7
3532,2020-12-23,69780.4
3537,2020-12-22,71302.7
3548,2020-12-21,71167.0
3556,2020-12-20,71038.5
3566,2020-12-19,66889.5
3574,2020-12-18,66047.4
3581,2020-12-17,65391.8
3589,2020-12-16,67693.5
3603,2020-12-15,68159.2
3609,2020-12-14,69029.1
3617,2020-12-13,70439.0
3628,2020-12-12,67245.6
3634,2020-12-11,68298.3
3644,2020-12-10,66310.0
3655,2020-12-09,67292.9
3665,2020-12-08,66528.3
3673,2020-12-07,67289.2
3682,2020-12-06,66957.4
3688,2020-12-05,63641.5
3698,2020-12-04,62935.8
3709,2020-12-03,62373.9
3714,2020-12-02,64329.2
3723,2020-12-01,64376.2
3734,2020-11-30,64950.7
3741,2020-11-29,66819.7
3754,2020-11-28,64479.6
3760,2020-11-27,62432.2
3769,2020-11-26,62291.7
3776,2020-11-25,63438.4
3786,2020-11-24,62567.2
3797,2020-11-23,61545.3
3808,2020-11-22,59733.8
3814,2020-11-21,56417.8
3823,2020-11-20,58225.9
3832,2020-11-19,55342.1
3842,2020-11-18,55983.2
3852,2020-11-17,56435.9
3857,2020-11-16,53746.2
3867,2020-11-15,53577.6
3875,2020-11-14,51313.8
3887,2020-11-13,50914.7
3894,2020-11-12,51034.7
3901,2020-11-11,52354.6
3910,2020-11-10,49838.7
3920,2020-11-09,49329.9
3932,2020-11-08,49308.3
3936,2020-11-07,46651.6
3949,2020-11-06,47135.7
3956,2020-11-05,46838.4
3962,2020-11-04,45912.6
3972,2020-11-03,44899.2
3982,2020-11-02,44325.7
3989,2020-11-01,43140.7
4000,2020-10-31,40603.3
4011,2020-10-30,38870.7
4017,2020-10-29,37187.7
4023,2020-10-28,36538.6
4034,2020-10-27,35420.0
4041,2020-10-26,33645.7
4051,2020-10-25,34445.7
4058,2020-10-24,31657.6
4066,2020-10-23,30342.5
4073,2020-10-22,29415.6
4082,2020-10-21,29311.0
4094,2020-10-20,29341.2
4101,2020-10-19,28932.3
4112,2020-10-18,30578.5
4116,2020-10-17,29167.7
4124,2020-10-16,29524.0
4138,2020-10-15,28834.0
4145,2020-10-14,29525.6
4151,2020-10-13,29492.2
4164,2020-10-12,29231.3
4167,2020-10-11,29434.0
4179,2020-10-10,28017.4
4188,2020-10-09,27699.4
4196,2020-10-08,26836.7
4206,2020-10-07,26821.6
4215,2020-10-06,25802.7
4220,2020-10-05,26170.2
4230,2020-10-04,26086.9
4239,2020-10-03,24898.2
4249,2020-10-02,24637.8
4260,2020-10-01,24550.4
4266,2020-09-30,25142.4
4273,2020-09-29,24735.5
4287,2020-09-28,23541.2
4295,2020-09-27,23188.7
4302,2020-09-26,21872.6
4309,2020-09-25,20849.4
4318,2020-09-24,21021.9
4331,2020-09-23,21116.9
4336,2020-09-22,20986.4
4348,2020-09-21,20554.6
4354,2020-09-20,19908.3
4360,2020-09-19,19429.6
4373,2020-09-18,19347.8
4382,2020-09-17,19255.3
4393,2020-09-16,20289.0
4397,2020-09-15,21726.8
4404,2020-09-14,20843.3
4414,2020-09-13,22296.8
4427,2020-09-12,21769.0
4432,2020-09-11,21764.6
4441,2020-09-10,21784.2
4448,2020-09-09,22853.5
4461,2020-09-08,23883.0
4467,2020-09-07,24763.3
4476,2020-09-05,27959.5
4486,2020-09-04,25474.3
4491,2020-09-03,26551.7
4500,2020-09-02,26922.7
4510,2020-09-01,28914.4
4523,2020-08-31,29761.6
4532,2020-08-30,30697.1
4541,2020-08-29,30237.9
4550,2020-08-28,29506.2
4559,2020-08-27,29321.3
4563,2020-08-26,26535.8
4576,2020-08-25,28317.4
4586,2020-08-24,28134.6
4594,2020-08-23,27729.9
4597,2020-08-22,26748.7
4610,2020-08-21,26802.3
4616,2020-08-20,26735.1
4627,2020-08-19,27921.2
4634,2020-08-18,29241.2
4640,2020-08-17,30238.0
4648,2020-08-16,30747.0
4661,2020-08-15,30001.7
4665,2020-08-14,30868.1
4674,2020-08-13,30433.1
4682,2020-08-12,31185.2
4692,2020-08-11,31534.1
4701,2020-08-10,32217.0
4711,2020-08-09,32212.8
4716,2020-08-08,31429.3
4727,2020-08-07,31178.9
4739,2020-08-06,31660.6
4744,2020-08-05,32305.2
4752,2020-08-04,31516.1
4761,2020-08-03,31990.5
4774,2020-08-02,31264.2
4780,2020-08-01,29761.0
4789,2020-07-31,29387.1
4798,2020-07-30,27378.7
4808,2020-07-29,26741.0
4819,2020-07-28,26734.4
4826,2020-07-27,26178.7
4835,2020-07-26,25824.5
4843,2020-07-25,24298.9
4849,2020-07-24,23325.8
4863,2020-07-23,22761.9
4872,2020-07-22,23178.6
4880,2020-07-21,21766.3
4886,2020-07-20,23327.2
4894,2020-07-19,23725.1
4904,2020-07-18,22429.9
4909,2020-07-17,20957.9
4919,2020-07-16,19651.3
4927,2020-07-15,20120.0
4931,2020-07-14,18525.0
4941,2020-07-13,20188.4
4945,2020-07-12,19377.6
4951,2020-07-11,18133.9
4960,2020-07-10,16707.9
4966,2020-07-09,15729.3
4974,2020-07-08,15215.2
4979,2020-07-07,16809.9
4987,2020-07-06,16598.0
4992,2020-07-05,15857.9
4999,2020-07-04,15291.2
5005,2020-07-03,12368.9
5017,2020-07-02,11587.3
5022,2020-07-01,11415.2
5029,2020-06-30,10233.2
5037,2020-06-29,9365.5
5046,2020-06-28,10419.5
5055,2020-06-27,9340.6
5066,2020-06-26,10559.6
5076,2020-06-25,11348.3
5080,2020-06-24,13149.2
5094,2020-06-23,14722.6
5098,2020-06-22,16238.8
5107,2020-06-21,18537.7
5118,2020-06-20,20337.9
5130,2020-06-19,22408.8
5137,2020-06-18,22356.1
5146,2020-06-17,21115.5
5154,2020-06-16,20644.8
5163,2020-06-15,20517.0
5173,2020-06-14,20621.6
5179,2020-06-13,19526.8
5187,2020-06-12,19248.2
5194,2020-06-11,18269.5
5205,2020-06-10,18205.7
5220,2020-06-09,17768.0
5234,2020-06-07,16174.3
5243,2020-06-06,16141.0
5252,2020-06-05,15611.3
5258,2020-06-04,15021.5
5267,2020-06-03,14126.2
5276,2020-06-02,14217.9
5283,2020-06-01,13559.1
5296,2020-05-31,13331.9
5301,2020-05-30,12150.1
5316,2020-05-29,11304.4
5320,2020-05-28,11820.8
5331,2020-05-27,12181.0
5341,2020-05-26,11972.6
5350,2020-05-25,11872.3
5360,2020-05-24,10988.0
5368,2020-05-23,9978.4
5374,2020-05-22,9549.6
5383,2020-05-21,9068.8
5392,2020-05-20,8852.0
5399,2020-05-19,8074.6
5406,2020-05-18,7287.4
5416,2020-05-17,6604.1
5424,2020-05-16,5887.5
5434,2020-05-15,5109.9
5438,2020-05-14,5146.6
5444,2020-05-13,5156.7
5452,2020-05-12,4607.6
5454,2020-05-11,4131.1
5460,2020-05-10,3731.6
5465,2020-05-09,3431.5
5475,2020-05-08,2939.9
