,Date,Quantity
2079,2021-06-09,45428.7
2086,2021-06-08,45231.7
2097,2021-06-07,44599.3
2103,2021-06-06,44860.8
2116,2021-06-05,43437.9
2123,2021-06-04,43026.5
2130,2021-06-03,41247.9
2140,2021-06-02,42818.3
2148,2021-06-01,42047.6
2162,2021-05-31,43187.3
2170,2021-05-30,42709.0
2178,2021-05-29,40075.9
2185,2021-05-28,40858.4
2193,2021-05-27,38821.3
2200,2021-05-26,39285.8
2208,2021-05-25,38166.7
2216,2021-05-24,38569.5
2224,2021-05-23,39372.6
2236,2021-05-22,37473.9
2244,2021-05-21,36734.4
2254,2021-05-20,36707.4
2261,2021-05-19,38376.8
2272,2021-05-18,37322.9
2278,2021-05-17,38498.0
2289,2021-05-16,40436.2
2294,2021-05-15,40731.0
2306,2021-05-14,40981.9
2313,2021-05-13,40510.6
2323,2021-05-12,40392.9
2330,2021-05-11,40792.6
2342,2021-05-10,41001.6
2350,2021-05-09,41344.6
2361,2021-05-08,40022.5
2368,2021-05-07,39550.3
2378,2021-05-06,37646.3
2387,2021-05-05,38622.4
2395,2021-05-04,37587.9
2403,2021-05-03,38000.5
2412,2021-05-02,39411.6
2418,2021-05-01,36311.5
2428,2021-04-30,35673.6
2439,2021-04-29,33918.7
2447,2021-04-28,34334.8
2455,2021-04-27,34087.9
2465,2021-04-26,34032.2
2476,2021-04-25,33297.6
2483,2021-04-24,31457.5
2491,2021-04-23,29975.0
2502,2021-04-22,29761.2
2509,2021-04-21,30878.8
2516,2021-04-20,30023.7
2528,2021-04-19,30256.5
2530,2021-04-18,30635.0
2540,2021-04-17,29065.0
2550,2021-04-16,29146.8
2557,2021-04-15,28028.3
2565,2021-04-14,29426.2
2576,2021-04-13,29473.5
2584,2021-04-12,29383.7
2591,2021-04-11,29942.0
2602,2021-04-10,28902.5
2609,2021-04-09,30754.3
2620,2021-04-08,30105.5
2627,2021-04-07,31265.8
2639,2021-04-06,31166.7
2647,2021-04-05,31205.0
2656,2021-04-04,31309.4
2661,2021-04-03,29958.2
2672,2021-04-02,30504.1
2681,2021-04-01,29499.2
2689,2021-03-31,30567.5
2698,2021-03-30,28861.7
2705,2021-03-29,28918.5
2714,2021-03-28,28890.7
2721,2021-03-27,27494.9
2730,2021-03-26,27941.0
2742,2021-03-25,27467.3
2749,2021-03-24,28291.1
2759,2021-03-23,26808.7
2767,2021-03-22,26675.5
2778,2021-03-21,26811.7
2783,2021-03-20,25155.3
2794,2021-03-19,25360.8
2799,2021-03-18,24453.9
2809,2021-03-17,26282.2
2816,2021-03-16,26326.6
2823,2021-03-15,26305.5
2833,2021-03-14,26205.7
2843,2021-03-13,25630.1
2851,2021-03-12,26359.9
2861,2021-03-11,25919.4
2869,2021-03-10,27266.3
2879,2021-03-09,27016.4
2886,2021-03-08,28622.9
2897,2021-03-07,28987.7
2904,2021-03-06,27031.8
2910,2021-03-05,28288.0
2923,2021-03-04,28537.3
2931,2021-03-03,29483.4
2941,2021-03-02,29595.5
2949,2021-03-01,29528.4
2957,2021-02-28,29416.2
2963,2021-02-27,28152.3
2974,2021-02-26,27930.7
2984,2021-02-25,26677.2
2994,2021-02-24,27747.5
3002,2021-02-23,25899.3
3011,2021-02-22,26746.9
3020,2021-02-21,27243.0
3025,2021-02-20,25359.9
3036,2021-02-19,25460.6
3042,2021-02-18,25023.7
3053,2021-02-17,26000.7
3063,2021-02-16,25853.4
3071,2021-02-15,25958.8
3083,2021-02-14,26924.4
3091,2021-02-13,26310.4
3097,2021-02-12,26126.7
3107,2021-02-11,25632.2
3114,2021-02-10,27752.3
3123,2021-02-09,27857.3
3131,2021-02-08,28636.8
3141,2021-02-07,29913.4
3146,2021-02-06,28533.4
3156,2021-02-05,29202.4
3167,2021-02-04,28714.4
3176,2021-02-03,29765.5
3186,2021-02-02,29831.0
3191,2021-02-01,30956.2
3200,2021-01-31,31278.7
3205,2021-01-30,30521.2
3217,2021-01-29,30897.5
3223,2021-01-28,30317.8
3233,2021-01-27,31437.7
3242,2021-01-26,31179.9
3253,2021-01-25,31159.4
3258,2021-01-24,32035.9
3264,2021-01-23,30641.1
3273,2021-01-22,30965.9
3283,2021-01-21,30803.6
3293,2021-01-20,31926.2
3299,2021-01-19,33033.8
3311,2021-01-18,32278.4
3315,2021-01-17,33238.5
3328,2021-01-16,32424.0
3335,2021-01-15,34205.1
3342,2021-01-14,33971.9
3354,2021-01-13,34764.4
3361,2021-01-12,33612.1
3371,2021-01-11,33498.7
3382,2021-01-10,34111.6
3388,2021-01-09,32404.6
3396,2021-01-08,34852.8
3405,2021-01-07,35183.5
3413,2021-01-06,36027.4
3424,2021-01-05,35487.2
3431,2021-01-04,35517.1
3440,2021-01-03,35677.7
3444,2021-01-02,35434.6
3454,2021-01-01,36249.2
3463,2020-12-31,35846.5
3471,2020-12-30,37167.1
3479,2020-12-29,36078.8
3487,2020-12-28,36088.0
3493,2020-12-27,36998.4
3501,2020-12-26,35258.1
3514,2020-12-25,35534.6
3520,2020-12-24,35864.0
3529,2020-12-23,36506.9
3536,2020-12-22,35600.3
3547,2020-12-21,35111.2
3558,2020-12-20,35147.6
3564,2020-12-19,34070.2
3575,2020-12-18,34131.1
3580,2020-12-17,33216.4
3593,2020-12-16,34240.4
3600,2020-12-15,33885.2
3610,2020-12-14,34368.5
3621,2020-12-13,34790.1
3627,2020-12-12,33493.1
3636,2020-12-11,34755.7
3645,2020-12-10,34004.6
3653,2020-12-09,34774.2
3663,2020-12-08,34581.9
3672,2020-12-07,34933.8
3679,2020-12-06,34943.0
3690,2020-12-05,33901.9
3701,2020-12-04,33943.3
3708,2020-12-03,33768.3
3716,2020-12-02,34656.9
3726,2020-12-01,34243.0
3732,2020-11-30,34413.4
3742,2020-11-29,35639.5
3751,2020-11-28,33772.1
3764,2020-11-27,33325.7
3768,2020-11-26,33522.0
3779,2020-11-25,35109.1
3785,2020-11-24,34390.8
3796,2020-11-23,33990.5
3804,2020-11-22,33466.4
3816,2020-11-21,31943.2
3822,2020-11-20,31453.4
3830,2020-11-19,29776.2
3841,2020-11-18,30774.4
3850,2020-11-17,31200.5
3859,2020-11-16,29961.6
3869,2020-11-15,29169.9
3877,2020-11-14,27784.0
3886,2020-11-13,27453.8
3897,2020-11-12,27745.2
3904,2020-11-11,28690.9
3911,2020-11-10,28694.3
3921,2020-11-09,29153.6
3929,2020-11-08,29029.2
3938,2020-11-07,26769.4
3945,2020-11-06,27119.3
3957,2020-11-05,26896.0
3965,2020-11-04,27000.1
3974,2020-11-03,26980.3
3980,2020-11-02,26434.2
3992,2020-11-01,25409.1
3999,2020-10-31,24062.2
4008,2020-10-30,22332.4
4018,2020-10-29,21030.8
4025,2020-10-28,21081.0
4031,2020-10-27,20021.2
4042,2020-10-26,19341.4
4049,2020-10-25,19897.7
4062,2020-10-24,18332.4
4067,2020-10-23,17446.6
4074,2020-10-22,16963.9
4085,2020-10-21,16610.8
4090,2020-10-20,16626.1
4102,2020-10-19,16661.8
4111,2020-10-18,17386.1
4115,2020-10-17,17116.8
4128,2020-10-16,16802.1
4134,2020-10-15,16046.8
4142,2020-10-14,16843.5
4153,2020-10-13,17263.2
4161,2020-10-12,17444.8
4168,2020-10-11,18214.3
4176,2020-10-10,17828.9
4187,2020-10-09,17566.6
4197,2020-10-08,17109.2
4204,2020-10-07,17236.7
4214,2020-10-06,17389.5
4221,2020-10-05,18128.6
4229,2020-10-04,18036.9
4241,2020-10-03,17348.0
4248,2020-10-02,17474.5
4256,2020-10-01,17604.8
4268,2020-09-30,17850.5
4276,2020-09-29,18170.5
4284,2020-09-28,18039.8
4292,2020-09-27,18119.9
4303,2020-09-26,17000.6
4310,2020-09-25,16254.7
4321,2020-09-24,16193.4
4330,2020-09-23,16296.1
4338,2020-09-22,15875.2
4344,2020-09-21,15341.8
4356,2020-09-20,15140.7
4362,2020-09-19,14264.2
4370,2020-09-18,14032.4
4379,2020-09-17,13986.5
4388,2020-09-16,14751.8
4400,2020-09-15,14512.2
4406,2020-09-14,14323.6
4415,2020-09-13,16126.0
4425,2020-09-12,16240.0
4430,2020-09-11,16665.4
4440,2020-09-10,16820.2
4453,2020-09-09,18320.3
4456,2020-09-08,18950.4
4470,2020-09-07,19429.7
4475,2020-09-05,22183.2
4487,2020-09-04,21636.2
4495,2020-09-03,22151.0
4503,2020-09-02,22133.4
4512,2020-09-01,23455.4
4521,2020-08-31,23600.5
4528,2020-08-30,24196.4
4538,2020-08-29,23321.2
4549,2020-08-28,22990.4
4556,2020-08-27,22752.1
4565,2020-08-26,20587.0
4575,2020-08-25,22105.0
4584,2020-08-24,22347.6
4592,2020-08-23,21829.3
4601,2020-08-22,20876.5
4609,2020-08-21,20830.9
4615,2020-08-20,20962.6
4623,2020-08-19,21921.5
4631,2020-08-18,23314.0
4645,2020-08-17,23988.7
4652,2020-08-16,24146.1
4656,2020-08-15,23611.0
4666,2020-08-14,23636.0
4675,2020-08-13,23408.5
4685,2020-08-12,24208.9
4693,2020-08-11,24422.9
4698,2020-08-10,24564.9
4712,2020-08-09,24811.1
4717,2020-08-08,23579.3
4729,2020-08-07,23700.5
4736,2020-08-06,23825.3
4743,2020-08-05,24372.6
4756,2020-08-04,24256.5
4763,2020-08-03,24772.3
4771,2020-08-02,24992.0
4782,2020-08-01,24121.8
4791,2020-07-31,23922.9
4799,2020-07-30,22586.2
4809,2020-07-29,22627.0
4814,2020-07-28,22378.5
4828,2020-07-27,22296.7
4836,2020-07-26,21858.7
4845,2020-07-25,20665.7
4850,2020-07-24,19994.1
4859,2020-07-23,19071.6
4871,2020-07-22,19445.8
4881,2020-07-21,18653.2
4890,2020-07-20,18909.2
4897,2020-07-19,18323.9
4902,2020-07-18,17055.9
4912,2020-07-17,15627.2
4918,2020-07-16,14676.9
4928,2020-07-15,14259.3
4930,2020-07-14,13711.8
4942,2020-07-13,13694.9
4948,2020-07-12,13109.5
4956,2020-07-11,11900.5
4962,2020-07-10,11305.0
4971,2020-07-09,11580.3
4976,2020-07-08,11899.3
4981,2020-07-07,15552.8
4988,2020-07-06,16439.5
4995,2020-07-05,18929.1
5003,2020-07-04,17765.7
5008,2020-07-03,16710.3
5014,2020-07-02,15854.2
5024,2020-07-01,15840.2
5028,2020-06-30,14956.8
5039,2020-06-29,13869.6
5045,2020-06-28,14424.0
5056,2020-06-27,11269.5
5062,2020-06-26,11343.9
5072,2020-06-25,9625.1
5084,2020-06-24,11189.1
5092,2020-06-23,11988.9
5102,2020-06-22,13476.6
5109,2020-06-21,14975.9
5116,2020-06-20,16117.7
5129,2020-06-19,17796.8
5135,2020-06-18,17371.2
5142,2020-06-17,17709.1
5152,2020-06-16,17275.9
5160,2020-06-15,16991.2
5170,2020-06-14,16574.3
5181,2020-06-13,15863.2
5189,2020-06-12,15273.0
5197,2020-06-11,14801.9
5208,2020-06-10,14907.1
5212,2020-06-09,14148.2
5224,2020-06-08,13490.0
5231,2020-06-07,12814.7
5240,2020-06-06,12185.2
5248,2020-06-05,12087.1
5257,2020-06-04,11474.9
5265,2020-06-03,11578.5
5274,2020-06-02,11292.9
5286,2020-06-01,11172.3
5293,2020-05-31,10876.5
5306,2020-05-30,10250.4
5311,2020-05-29,10291.8
5321,2020-05-28,10127.6
5333,2020-05-27,9982.9
5340,2020-05-26,9729.1
5348,2020-05-25,9696.4
5358,2020-05-24,9357.2
5367,2020-05-23,8671.0
5373,2020-05-22,8291.0
5380,2020-05-21,7923.9
5390,2020-05-20,7751.5
5396,2020-05-19,7127.4
5407,2020-05-18,6736.7
5413,2020-05-17,6383.0
5422,2020-05-16,5761.5
5433,2020-05-15,5293.6
5437,2020-05-14,4881.1
5443,2020-05-13,4779.5
5449,2020-05-12,4321.8
5457,2020-05-11,3944.2
5464,2020-05-10,3579.6
5466,2020-05-09,3279.7
5476,2020-05-08,2867.0
5477,2020-05-07,2487.2
