No,VoucherType,Quantity,Sales,Date
4798,10 Birr,46630,466300,7/30/2020
4799,5 Birr,18880,94400,7/30/2020
4800,25 Birr,18020,450500,7/30/2020
4801,100 Birr,3198,319800,7/30/2020
4802,15 Birr,22426,336390,7/30/2020
4803,1000 Birr,4,4000,7/30/2020
4804,250 Birr,7,1750,7/30/2020
4805,500 Birr,3,1500,7/30/2020
4806,10 Birr,68501,685010,7/29/2020
4807,15 Birr,29135,437025,7/29/2020
4808,50 Birr,10783,539150,7/29/2020
4809,5 Birr,32423,162115,7/29/2020
4810,25 Birr,24111,602775,7/29/2020
4811,100 Birr,5636,563600,7/29/2020
4812,500 Birr,11,5500,7/29/2020
4813,1000 Birr,12,12000,7/29/2020
4814,250 Birr,2,500,7/29/2020
4815,25 Birr,23477,586925,7/28/2020
4816,10 Birr,63463,634630,7/28/2020
4817,100 Birr,3871,387100,7/28/2020
4818,15 Birr,29512,442680,7/28/2020
4819,50 Birr,10920,546000,7/28/2020
4820,5 Birr,29723,148615,7/28/2020
4821,1000 Birr,5,5000,7/28/2020
4822,500 Birr,2,1000,7/28/2020
4823,250 Birr,2,500,7/28/2020
4824,50 Birr,9151,457550,7/27/2020
4825,15 Birr,29072,436080,7/27/2020
4826,100 Birr,3261,326100,7/27/2020
4827,5 Birr,26829,134145,7/27/2020
4828,10 Birr,66264,662640,7/27/2020
4829,25 Birr,19880,497000,7/27/2020
4830,250 Birr,2,500,7/27/2020
4831,500 Birr,7,3500,7/27/2020
4832,1000 Birr,3,3000,7/27/2020
4833,10 Birr,35968,359680,7/26/2020
4834,15 Birr,17964,269460,7/26/2020
4835,50 Birr,4918,245900,7/26/2020
4836,5 Birr,14408,72040,7/26/2020
4837,25 Birr,12544,313600,7/26/2020
4838,100 Birr,2006,200600,7/26/2020
4839,500 Birr,2,1000,7/26/2020
4840,1000 Birr,2,2000,7/26/2020
4841,10 Birr,59218,592180,7/25/2020
4842,50 Birr,8056,402800,7/25/2020
4843,100 Birr,3117,311700,7/25/2020
4844,5 Birr,23714,118570,7/25/2020
4845,15 Birr,25986,389790,7/25/2020
4846,25 Birr,21213,530325,7/25/2020
4847,1000 Birr,8,8000,7/25/2020
4848,500 Birr,4,2000,7/25/2020
4849,250 Birr,5,1250,7/25/2020
4850,5 Birr,20371,101855,7/24/2020
4851,25 Birr,20631,515775,7/24/2020
4852,10 Birr,55063,550630,7/24/2020
4853,15 Birr,26983,404745,7/24/2020
4854,100 Birr,3659,365900,7/24/2020
4855,50 Birr,9629,481450,7/24/2020
4856,500 Birr,8,4000,7/24/2020
4857,1000 Birr,3,3000,7/24/2020
4858,250 Birr,1,250,7/24/2020
4859,15 Birr,23366,350490,7/23/2020
4860,25 Birr,18947,473675,7/23/2020
4861,50 Birr,8431,421550,7/23/2020
4862,100 Birr,3306,330600,7/23/2020
4863,10 Birr,43951,439510,7/23/2020
4864,5 Birr,22369,111845,7/23/2020
4865,500 Birr,12,6000,7/23/2020
4866,250 Birr,6,1500,7/23/2020
4867,1000 Birr,7,7000,7/23/2020
4868,15 Birr,18851,282765,7/22/2020
4869,50 Birr,5796,289800,7/22/2020
4870,10 Birr,39826,398260,7/22/2020
4871,100 Birr,1977,197700,7/22/2020
4872,25 Birr,14201,355025,7/22/2020
4873,5 Birr,16499,82495,7/22/2020
4874,250 Birr,2,500,7/22/2020
4875,500 Birr,4,2000,7/22/2020
4876,1000 Birr,1,1000,7/22/2020
4877,10 Birr,49506,495060,7/21/2020
4878,15 Birr,19937,299055,7/21/2020
4879,50 Birr,7596,379800,7/21/2020
4880,100 Birr,2297,229700,7/21/2020
4881,5 Birr,28056,140280,7/21/2020
4882,25 Birr,16068,401700,7/21/2020
4883,1000 Birr,1,1000,7/21/2020
4884,250 Birr,2,500,7/21/2020
4885,500 Birr,3,1500,7/21/2020
4886,10 Birr,47108,471080,7/20/2020
4887,5 Birr,22859,114295,7/20/2020
4888,100 Birr,1462,146200,7/20/2020
4889,50 Birr,5382,269100,7/20/2020
4890,15 Birr,18126,271890,7/20/2020
4891,25 Birr,12167,304175,7/20/2020
4892,1000 Birr,1,1000,7/20/2020
4893,250 Birr,2,500,7/20/2020
4894,500 Birr,1,500,7/20/2020
4895,5 Birr,19471,97355,7/19/2020
4896,10 Birr,36177,361770,7/19/2020
4897,15 Birr,15966,239490,7/19/2020
4898,25 Birr,11431,285775,7/19/2020
4899,50 Birr,3970,198500,7/19/2020
4900,100 Birr,1493,149300,7/19/2020
4901,1000 Birr,2,2000,7/19/2020
4902,250 Birr,1,250,7/19/2020
4903,25 Birr,9190,229750,7/18/2020
4904,15 Birr,11296,169440,7/18/2020
4905,5 Birr,15003,75015,7/18/2020
4906,10 Birr,24475,244750,7/18/2020
4907,50 Birr,4295,214750,7/18/2020
4908,100 Birr,1526,152600,7/18/2020
4909,500 Birr,4,2000,7/18/2020
4910,5 Birr,13763,68815,7/17/2020
4911,10 Birr,25080,250800,7/17/2020
4912,15 Birr,14961,224415,7/17/2020
4913,25 Birr,10377,259425,7/17/2020
4914,50 Birr,3603,180150,7/17/2020
4915,100 Birr,1682,168200,7/17/2020
4916,500 Birr,1,500,7/17/2020
4917,10 Birr,42187,421870,7/16/2020
4918,15 Birr,7059,105885,7/16/2020
4919,25 Birr,8368,209200,7/16/2020
4920,5 Birr,19095,95475,7/16/2020
4921,50 Birr,2385,119250,7/16/2020
4922,100 Birr,810,81000,7/16/2020
4923,1000 Birr,1,1000,7/16/2020
4924,50 Birr,2129,106450,7/15/2020
4925,100 Birr,3147,314700,7/15/2020
4926,10 Birr,24251,242510,7/15/2020
4927,15 Birr,27336,410040,7/15/2020
4928,5 Birr,7764,38820,7/15/2020
4929,25 Birr,15738,393450,7/15/2020
4930,500 Birr,5,2500,7/15/2020
4931,25 Birr,20462,511550,7/14/2020
4932,5 Birr,37005,185025,7/14/2020
4933,15 Birr,23041,345615,7/14/2020
4934,50 Birr,9294,464700,7/14/2020
4935,100 Birr,3743,374300,7/14/2020
4936,10 Birr,56402,564020,7/14/2020
4937,1000 Birr,2,2000,7/14/2020
4938,250 Birr,1,250,7/14/2020
4939,50 Birr,5482,274100,7/13/2020
4940,15 Birr,20353,305295,7/13/2020
4941,10 Birr,42867,428670,7/13/2020
4942,5 Birr,14261,71305,7/13/2020
4943,25 Birr,13093,327325,7/13/2020
4944,100 Birr,2440,244000,7/13/2020
4945,500 Birr,4,2000,7/13/2020
4946,5 Birr,4062,20310,7/12/2020
4947,10 Birr,11621,116210,7/12/2020
4948,15 Birr,5147,77205,7/12/2020
4949,25 Birr,2111,52775,7/12/2020
4950,50 Birr,703,35150,7/12/2020
4951,100 Birr,131,13100,7/12/2020
4952,5 Birr,13796,68980,7/11/2020
4953,100 Birr,3207,320700,7/11/2020
4954,10 Birr,34199,341990,7/11/2020
4955,15 Birr,13708,205620,7/11/2020
4956,50 Birr,6634,331700,7/11/2020
4957,25 Birr,10113,252825,7/11/2020
4958,250 Birr,2,500,7/11/2020
4959,10 Birr,26518,265180,7/10/2020
4960,15 Birr,12557,188355,7/10/2020
4961,5 Birr,13073,65365,7/10/2020
4962,50 Birr,4319,215950,7/10/2020
4963,25 Birr,14920,373000,7/10/2020
4964,100 Birr,1396,139600,7/10/2020
4965,500 Birr,1,500,7/10/2020
4966,250 Birr,1,250,7/10/2020
4967,5 Birr,14330,71650,7/9/2020
4968,15 Birr,17697,265455,7/9/2020
4969,10 Birr,43430,434300,7/9/2020
4970,100 Birr,2448,244800,7/9/2020
4971,50 Birr,6623,331150,7/9/2020
4972,25 Birr,14621,365525,7/9/2020
4973,1000 Birr,2,2000,7/9/2020
4974,15 Birr,39641,594615,7/8/2020
4975,5 Birr,30950,154750,7/8/2020
4976,10 Birr,95480,954800,7/8/2020
4977,25 Birr,45725,1143125,7/8/2020
4978,50 Birr,16643,832150,7/8/2020
4979,100 Birr,6343,634300,7/8/2020
4980,5 Birr,11644,58220,7/7/2020
4981,10 Birr,47437,474370,7/7/2020
4982,25 Birr,19244,481100,7/7/2020
4983,15 Birr,43103,646545,7/7/2020
4984,100 Birr,5171,517100,7/7/2020
4985,50 Birr,6968,348400,7/7/2020
4986,500 Birr,12,6000,7/7/2020
4987,10 Birr,48033,480330,7/6/2020
4988,5 Birr,11694,58470,7/6/2020
4989,25 Birr,33264,831600,7/6/2020
4990,50 Birr,22587,1129350,7/6/2020
4991,15 Birr,23158,347370,7/6/2020
4992,100 Birr,5437,543700,7/6/2020
4993,5 Birr,2097,10485,7/5/2020
4994,10 Birr,5408,54080,7/5/2020
4995,15 Birr,2978,44670,7/5/2020
4996,25 Birr,4104,102600,7/5/2020
4997,50 Birr,2198,109900,7/5/2020
4998,100 Birr,1928,192800,7/5/2020
4999,10 Birr,21865,218650,7/4/2020
5000,5 Birr,7782,38910,7/4/2020
5001,50 Birr,7023,351150,7/4/2020
5002,100 Birr,5202,520200,7/4/2020
5003,15 Birr,11789,176835,7/4/2020
5004,25 Birr,9908,247700,7/4/2020
5005,10 Birr,11559,115590,7/3/2020
5006,5 Birr,6445,32225,7/3/2020
5007,15 Birr,6301,94515,7/3/2020
5008,50 Birr,3842,192100,7/3/2020
5009,25 Birr,4532,113300,7/3/2020
5010,100 Birr,1071,107100,7/3/2020
5011,1000 Birr,1,1000,7/3/2020
5012,500 Birr,1,500,7/3/2020
5013,10 Birr,5430,54300,7/2/2020
5014,15 Birr,2914,43710,7/2/2020
5015,25 Birr,1971,49275,7/2/2020
5016,50 Birr,907,45350,7/2/2020
5017,100 Birr,577,57700,7/2/2020
5018,5 Birr,2341,11705,7/2/2020
5019,250 Birr,21,5250,7/2/2020
5020,500 Birr,1,500,7/2/2020
5021,50 Birr,684,34200,7/1/2020
5022,10 Birr,3603,36030,7/1/2020
5023,5 Birr,1976,9880,7/1/2020
5024,15 Birr,1410,21150,7/1/2020
5025,25 Birr,1279,31975,7/1/2020
5026,100 Birr,401,40100,7/1/2020
5027,500 Birr,2,1000,7/1/2020
5028,15 Birr,5755,86325,6/30/2020
5029,25 Birr,4048,101200,6/30/2020
5030,5 Birr,4396,21980,6/30/2020
5031,50 Birr,1635,81750,6/30/2020
5032,10 Birr,10856,108560,6/30/2020
5033,100 Birr,576,57600,6/30/2020
5034,250 Birr,23,5750,6/30/2020
5035,500 Birr,1,500,6/30/2020
5036,1000 Birr,2,2000,6/30/2020
5037,10 Birr,54781,547810,6/29/2020
5038,5 Birr,24870,124350,6/29/2020
5039,15 Birr,25887,388305,6/29/2020
5040,25 Birr,20165,504125,6/29/2020
5041,50 Birr,9333,466650,6/29/2020
5042,100 Birr,3228,322800,6/29/2020
5043,250 Birr,6,1500,6/29/2020
5044,500 Birr,7,3500,6/29/2020
5045,1000 Birr,2,2000,6/29/2020
5046,25 Birr,14180,354500,6/28/2020
5047,5 Birr,20161,100805,6/28/2020
5048,50 Birr,6677,333850,6/28/2020
5049,250 Birr,5,1250,6/28/2020
5050,100 Birr,2399,239900,6/28/2020
5051,10 Birr,37054,370540,6/28/2020
5052,15 Birr,17793,266895,6/28/2020
5053,500 Birr,6,3000,6/28/2020
5054,15 Birr,23924,358860,6/27/2020
5055,50 Birr,7625,381250,6/27/2020
5056,5 Birr,23834,119170,6/27/2020
5057,25 Birr,19988,499700,6/27/2020
5058,100 Birr,3202,320200,6/27/2020
5059,10 Birr,57303,573030,6/27/2020
5060,1000 Birr,7,7000,6/27/2020
5061,500 Birr,8,4000,6/27/2020
5062,250 Birr,4,1000,6/27/2020
5063,25 Birr,16076,401900,6/26/2020
5064,50 Birr,8345,417250,6/26/2020
5065,100 Birr,3736,373600,6/26/2020
5066,10 Birr,41780,417800,6/26/2020
5067,5 Birr,19581,97905,6/26/2020
5068,15 Birr,22277,334155,6/26/2020
5069,1000 Birr,6,6000,6/26/2020
5070,250 Birr,46,11500,6/26/2020
5071,500 Birr,8,4000,6/26/2020
5072,15 Birr,22841,342615,6/25/2020
5073,25 Birr,19744,493600,6/25/2020
5074,10 Birr,50143,501430,6/25/2020
5075,50 Birr,7917,395850,6/25/2020
5076,100 Birr,3212,321200,6/25/2020
5077,5 Birr,20106,100530,6/25/2020
5078,500 Birr,10,5000,6/25/2020
5079,1000 Birr,7,7000,6/25/2020
5080,250 Birr,11,2750,6/25/2020
5081,5 Birr,23516,117580,6/24/2020
5082,100 Birr,3533,353300,6/24/2020
5083,10 Birr,47043,470430,6/24/2020
5084,50 Birr,9344,467200,6/24/2020
5085,25 Birr,17906,447650,6/24/2020
5086,15 Birr,23224,348360,6/24/2020
5087,1000 Birr,3,3000,6/24/2020
5088,500 Birr,6,3000,6/24/2020
5089,250 Birr,4,1000,6/24/2020
5090,15 Birr,28570,428550,6/23/2020
5091,100 Birr,4216,421600,6/23/2020
5092,50 Birr,10127,506350,6/23/2020
5093,25 Birr,19409,485225,6/23/2020
5094,10 Birr,42715,427150,6/23/2020
5095,5 Birr,21607,108035,6/23/2020
5096,250 Birr,4,1000,6/23/2020
5097,500 Birr,6,3000,6/23/2020
5098,1000 Birr,9,9000,6/23/2020
5099,5 Birr,25330,126650,6/22/2020
5100,100 Birr,3652,365200,6/22/2020
5101,50 Birr,8926,446300,6/22/2020
5102,10 Birr,50480,504800,6/22/2020
5103,25 Birr,16964,424100,6/22/2020
5104,250 Birr,4,1000,6/22/2020
5105,1000 Birr,2,2000,6/22/2020
5106,15 Birr,15209,228135,6/22/2020
5107,500 Birr,4,2000,6/22/2020
5108,5 Birr,19978,99890,6/21/2020
5109,10 Birr,40812,408120,6/21/2020
5110,25 Birr,12697,317425,6/21/2020
5111,100 Birr,2029,202900,6/21/2020
5112,15 Birr,11366,170490,6/21/2020
5113,250 Birr,1,250,6/21/2020
5114,50 Birr,5336,266800,6/21/2020
5115,1000 Birr,2,2000,6/21/2020
5116,500 Birr,2,1000,6/21/2020
5117,25 Birr,20839,520975,6/20/2020
5118,100 Birr,3012,301200,6/20/2020
5119,5 Birr,25105,125525,6/20/2020
5120,10 Birr,47453,474530,6/20/2020
5121,50 Birr,8340,417000,6/20/2020
5122,15 Birr,21448,321720,6/20/2020
5123,250 Birr,7,1750,6/20/2020
5124,500 Birr,7,3500,6/20/2020
5125,1000 Birr,3,3000,6/20/2020
5126,15 Birr,20076,301140,6/19/2020
5127,50 Birr,8711,435550,6/19/2020
5128,100 Birr,2571,257100,6/19/2020
5129,10 Birr,38981,389810,6/19/2020
5130,25 Birr,15909,397725,6/19/2020
5131,5 Birr,24343,121715,6/19/2020
5132,500 Birr,2,1000,6/19/2020
5133,250 Birr,3,750,6/19/2020
5134,10 Birr,43518,435180,6/18/2020
5135,100 Birr,3729,372900,6/18/2020
5136,25 Birr,17559,438975,6/18/2020
5137,15 Birr,23030,345450,6/18/2020
5138,5 Birr,7755,38775,6/18/2020
5139,250 Birr,5,1250,6/18/2020
5140,500 Birr,3,1500,6/18/2020
5141,50 Birr,5574,278700,6/18/2020
5142,1000 Birr,2,2000,6/18/2020
5143,25 Birr,15656,391400,6/17/2020
5144,50 Birr,5533,276650,6/17/2020
5145,10 Birr,38695,386950,6/17/2020
5146,15 Birr,17405,261075,6/17/2020
5147,5 Birr,19127,95635,6/17/2020
5148,100 Birr,2820,282000,6/17/2020
5149,1000 Birr,4,4000,6/17/2020
5150,500 Birr,7,3500,6/17/2020
5151,250 Birr,5,1250,6/17/2020
5152,10 Birr,40015,400150,6/16/2020
5153,25 Birr,13229,330725,6/16/2020
5154,15 Birr,16637,249555,6/16/2020
5155,5 Birr,18303,91515,6/16/2020
5156,50 Birr,9974,498700,6/16/2020
5157,100 Birr,2877,287700,6/16/2020
5158,500 Birr,5,2500,6/16/2020
5159,1000 Birr,2,2000,6/16/2020
5160,250 Birr,4,1000,6/16/2020
5161,25 Birr,15575,389375,6/15/2020
5162,15 Birr,19964,299460,6/15/2020
5163,10 Birr,40429,404290,6/15/2020
5164,5 Birr,21152,105760,6/15/2020
5165,100 Birr,3062,306200,6/15/2020
5166,50 Birr,6812,340600,6/15/2020
5167,250 Birr,8,2000,6/15/2020
5168,500 Birr,1,500,6/15/2020
5169,15 Birr,13577,203655,6/14/2020
5170,10 Birr,26205,262050,6/14/2020
5171,25 Birr,10795,269875,6/14/2020
5172,100 Birr,2125,212500,6/14/2020
5173,50 Birr,5301,265050,6/14/2020
5174,5 Birr,12568,62840,6/14/2020
5175,500 Birr,4,2000,6/14/2020
5176,250 Birr,7,1750,6/14/2020
5177,1000 Birr,3,3000,6/14/2020
5178,15 Birr,17033,255495,6/13/2020
5179,50 Birr,6826,341300,6/13/2020
5180,5 Birr,18821,94105,6/13/2020
5181,10 Birr,38150,381500,6/13/2020
5182,25 Birr,13507,337675,6/13/2020
5183,100 Birr,2320,232000,6/13/2020
5184,500 Birr,3,1500,6/13/2020
5185,1000 Birr,2,2000,6/13/2020
5186,250 Birr,3,750,6/13/2020
5187,10 Birr,31473,314730,6/12/2020
5188,5 Birr,15543,77715,6/12/2020
5189,50 Birr,5452,272600,6/12/2020
5190,25 Birr,12253,306325,6/12/2020
5191,15 Birr,15411,231165,6/12/2020
5192,100 Birr,2343,234300,6/12/2020
5193,250 Birr,4,1000,6/12/2020
5194,500 Birr,1,500,6/12/2020
5195,5 Birr,19340,96700,6/11/2020
5196,15 Birr,17548,263220,6/11/2020
5197,10 Birr,36258,362580,6/11/2020
5198,25 Birr,13749,343725,6/11/2020
5199,50 Birr,6401,320050,6/11/2020
5200,100 Birr,2426,242600,6/11/2020
5201,500 Birr,1,500,6/11/2020
5202,1000 Birr,2,2000,6/11/2020
5203,250 Birr,2,500,6/11/2020
5204,15 Birr,16548,248220,6/10/2020
5205,100 Birr,2204,220400,6/10/2020
5206,5 Birr,20728,103640,6/10/2020
5207,50 Birr,5779,288950,6/10/2020
5208,10 Birr,33914,339140,6/10/2020
5209,25 Birr,13250,331250,6/10/2020
5210,1000 Birr,5,5000,6/10/2020
5211,500 Birr,3,1500,6/10/2020
5212,250 Birr,1,250,6/10/2020
5213,25 Birr,9327,233175,6/9/2020
5214,15 Birr,11535,173025,6/9/2020
5215,10 Birr,27588,275880,6/9/2020
5216,50 Birr,4742,237100,6/9/2020
5217,100 Birr,1686,168600,6/9/2020
5218,250 Birr,2,500,6/9/2020
5219,1000 Birr,3,3000,6/9/2020
5220,500 Birr,9,4500,6/9/2020
5221,5 Birr,8406,42030,6/9/2020
5222,10 Birr,29289,292890,6/8/2020
5223,100 Birr,2240,224000,6/8/2020
5224,50 Birr,4550,227500,6/8/2020
5225,25 Birr,10806,270150,6/8/2020
5226,15 Birr,14206,213090,6/8/2020
5227,500 Birr,5,2500,6/8/2020
5228,250 Birr,3,750,6/8/2020
5229,1000 Birr,4,4000,6/8/2020
5230,10 Birr,26588,265880,6/7/2020
5231,15 Birr,12889,193335,6/7/2020
5232,25 Birr,9361,234025,6/7/2020
5233,100 Birr,1564,156400,6/7/2020
5234,50 Birr,4140,207000,6/7/2020
5235,5 Birr,7422,37110,6/7/2020
5236,250 Birr,3,750,6/7/2020
5237,500 Birr,1,500,6/7/2020
5238,1000 Birr,1,1000,6/7/2020
5239,10 Birr,28842,288420,6/6/2020
5240,15 Birr,14563,218445,6/6/2020
5241,25 Birr,12248,306200,6/6/2020
5242,50 Birr,5418,270900,6/6/2020
5243,100 Birr,1957,195700,6/6/2020
5244,5 Birr,13830,69150,6/6/2020
5245,500 Birr,7,3500,6/6/2020
5246,1000 Birr,3,3000,6/6/2020
5247,250 Birr,2,500,6/6/2020
5248,15 Birr,11526,172890,6/5/2020
5249,25 Birr,9453,236325,6/5/2020
5250,100 Birr,1791,179100,6/5/2020
5251,10 Birr,25920,259200,6/5/2020
5252,50 Birr,4619,230950,6/5/2020
5253,5 Birr,12405,62025,6/5/2020
5254,500 Birr,7,3500,6/5/2020
5255,250 Birr,5,1250,6/5/2020
5256,1000 Birr,6,6000,6/5/2020
5257,10 Birr,30048,300480,6/4/2020
5258,25 Birr,11831,295775,6/4/2020
5259,5 Birr,12199,60995,6/4/2020
5260,15 Birr,14485,217275,6/4/2020
5261,50 Birr,5417,270850,6/4/2020
5262,100 Birr,2097,209700,6/4/2020
5263,500 Birr,4,2000,6/4/2020
5264,1000 Birr,1,1000,6/4/2020
5265,250 Birr,4,1000,6/4/2020
5266,25 Birr,10651,266275,6/3/2020
5267,15 Birr,14330,214950,6/3/2020
5268,5 Birr,13485,67425,6/3/2020
5269,10 Birr,32345,323450,6/3/2020
5270,50 Birr,5099,254950,6/3/2020
5271,100 Birr,1874,187400,6/3/2020
5272,1000 Birr,2,2000,6/3/2020
5273,500 Birr,5,2500,6/3/2020
5274,250 Birr,2,500,6/3/2020
5275,25 Birr,11047,276175,6/2/2020
5276,10 Birr,28386,283860,6/2/2020
5277,5 Birr,12233,61165,6/2/2020
5278,50 Birr,4618,230900,6/2/2020
5279,100 Birr,1896,189600,6/2/2020
5280,250 Birr,13,3250,6/2/2020
5281,500 Birr,6,3000,6/2/2020
5282,15 Birr,10423,156345,6/2/2020
5283,1000 Birr,4,4000,6/2/2020
5284,5 Birr,13271,66355,6/1/2020
5285,15 Birr,12862,192930,6/1/2020
5286,10 Birr,31791,317910,6/1/2020
5287,25 Birr,10791,269775,6/1/2020
5288,50 Birr,5141,257050,6/1/2020
5289,100 Birr,1858,185800,6/1/2020
5290,500 Birr,16,8000,6/1/2020
5291,250 Birr,11,2750,6/1/2020
5292,1000 Birr,5,5000,6/1/2020
5293,15 Birr,9009,135135,5/31/2020
5294,25 Birr,6989,174725,5/31/2020
5295,10 Birr,18824,188240,5/31/2020
5296,100 Birr,1476,147600,5/31/2020
5297,5 Birr,7522,37610,5/31/2020
5298,50 Birr,3480,174000,5/31/2020
5299,250 Birr,4,1000,5/31/2020
5300,1000 Birr,2,2000,5/31/2020
5301,500 Birr,2,1000,5/31/2020
5302,5 Birr,12271,61355,5/30/2020
5303,15 Birr,12628,189420,5/30/2020
5304,10 Birr,27795,277950,5/30/2020
5305,50 Birr,4616,230800,5/30/2020
5306,100 Birr,1564,156400,5/30/2020
5307,25 Birr,9741,243525,5/30/2020
5308,250 Birr,5,1250,5/30/2020
5309,1000 Birr,4,4000,5/30/2020
5310,500 Birr,2,1000,5/30/2020
5311,10 Birr,25618,256180,5/29/2020
5312,25 Birr,9164,229100,5/29/2020
5313,250 Birr,6,1500,5/29/2020
5314,15 Birr,11013,165195,5/29/2020
5315,100 Birr,1618,161800,5/29/2020
5316,50 Birr,4224,211200,5/29/2020
5317,5 Birr,13570,67850,5/29/2020
5318,500 Birr,2,1000,5/29/2020
5319,1000 Birr,3,3000,5/29/2020
5320,100 Birr,1372,137200,5/28/2020
5321,5 Birr,11024,55120,5/28/2020
5322,25 Birr,7914,197850,5/28/2020
5323,10 Birr,21808,218080,5/28/2020
5324,50 Birr,3936,196800,5/28/2020
5325,15 Birr,10745,161175,5/28/2020
5326,500 Birr,6,3000,5/28/2020
5327,1000 Birr,5,5000,5/28/2020
5328,250 Birr,3,750,5/28/2020
5329,15 Birr,12000,180000,5/27/2020
5330,250 Birr,7,1750,5/27/2020
5331,50 Birr,4543,227150,5/27/2020
5332,5 Birr,11746,58730,5/27/2020
5333,10 Birr,21953,219530,5/27/2020
5334,25 Birr,9710,242750,5/27/2020
5335,100 Birr,1463,146300,5/27/2020
5336,1000 Birr,1,1000,5/27/2020
5337,500 Birr,6,3000,5/27/2020
5338,15 Birr,9422,141330,5/26/2020
5339,50 Birr,3969,198450,5/26/2020
5340,100 Birr,1509,150900,5/26/2020
5341,25 Birr,9126,228150,5/26/2020
5342,5 Birr,11402,57010,5/26/2020
5343,10 Birr,22693,226930,5/26/2020
5344,250 Birr,6,1500,5/26/2020
5345,1000 Birr,3,3000,5/26/2020
5346,500 Birr,1,500,5/26/2020
5347,15 Birr,10242,153630,5/25/2020
5348,10 Birr,21126,211260,5/25/2020
5349,25 Birr,8439,210975,5/25/2020
5350,50 Birr,3597,179850,5/25/2020
5351,5 Birr,3356,16780,5/25/2020
5352,100 Birr,1181,118100,5/25/2020
5353,500 Birr,4,2000,5/25/2020
5354,250 Birr,3,750,5/25/2020
5355,1000 Birr,2,2000,5/25/2020
5356,50 Birr,1682,84100,5/24/2020
5357,10 Birr,8683,86830,5/24/2020
5358,15 Birr,5245,78675,5/24/2020
5359,25 Birr,3789,94725,5/24/2020
5360,100 Birr,665,66500,5/24/2020
5361,5 Birr,3389,16945,5/24/2020
5362,500 Birr,3,1500,5/24/2020
5363,250 Birr,3,750,5/24/2020
5364,10 Birr,16389,163890,5/23/2020
5365,50 Birr,3917,195850,5/23/2020
5366,100 Birr,1412,141200,5/23/2020
5367,15 Birr,8115,121725,5/23/2020
5368,25 Birr,7247,181175,5/23/2020
5369,5 Birr,7945,39725,5/23/2020
5370,500 Birr,1,500,5/23/2020
5371,10 Birr,16441,164410,5/22/2020
5372,15 Birr,9370,140550,5/22/2020
5373,50 Birr,3418,170900,5/22/2020
5374,25 Birr,7120,178000,5/22/2020
5375,5 Birr,8463,42315,5/22/2020
5376,100 Birr,1326,132600,5/22/2020
5377,250 Birr,7,1750,5/22/2020
5378,1000 Birr,4,4000,5/22/2020
5379,10 Birr,15745,157450,5/21/2020
5380,15 Birr,6446,96690,5/21/2020
5381,25 Birr,5265,131625,5/21/2020
5382,50 Birr,2513,125650,5/21/2020
5383,100 Birr,1013,101300,5/21/2020
5384,5 Birr,5354,26770,5/21/2020
5385,250 Birr,4,1000,5/21/2020
5386,500 Birr,2,1000,5/21/2020
5387,1000 Birr,1,1000,5/21/2020
5388,10 Birr,11402,114020,5/20/2020
5389,15 Birr,5628,84420,5/20/2020
5390,50 Birr,2849,142450,5/20/2020
5391,25 Birr,3500,87500,5/20/2020
5392,100 Birr,716,71600,5/20/2020
5393,5 Birr,4497,22485,5/20/2020
5394,250 Birr,7,1750,5/20/2020
5395,1000 Birr,1,1000,5/20/2020
5396,500 Birr,1,500,5/20/2020
5397,25 Birr,5257,131425,5/19/2020
5398,100 Birr,1072,107200,5/19/2020
5399,10 Birr,14231,142310,5/19/2020
5400,5 Birr,5698,28490,5/19/2020
5401,50 Birr,1795,89750,5/19/2020
5402,15 Birr,7264,108960,5/19/2020
5403,500 Birr,1,500,5/19/2020
5404,1000 Birr,2,2000,5/19/2020
5405,250 Birr,2,500,5/19/2020
5406,10 Birr,10383,103830,5/18/2020
5407,5 Birr,4191,20955,5/18/2020
5408,25 Birr,4377,109425,5/18/2020
5409,50 Birr,2639,131950,5/18/2020
5410,100 Birr,810,81000,5/18/2020
5411,15 Birr,4489,67335,5/18/2020
5412,500 Birr,1,500,5/18/2020
5413,250 Birr,1,250,5/18/2020
5414,25 Birr,3495,87375,5/17/2020
5415,10 Birr,8575,85750,5/17/2020
5416,15 Birr,4584,68760,5/17/2020
5417,5 Birr,4580,22900,5/17/2020
5418,100 Birr,591,59100,5/17/2020
5419,50 Birr,1831,91550,5/17/2020
5420,500 Birr,7,3500,5/17/2020
5421,250 Birr,5,1250,5/17/2020
5422,15 Birr,5534,83010,5/16/2020
5423,25 Birr,4447,111175,5/16/2020
5424,10 Birr,10629,106290,5/16/2020
5425,5 Birr,3626,18130,5/16/2020
5426,50 Birr,1749,87450,5/16/2020
5427,100 Birr,868,86800,5/16/2020
5428,500 Birr,1,500,5/16/2020
5429,250 Birr,4,1000,5/16/2020
5430,10 Birr,9933,99330,5/15/2020
5431,15 Birr,4915,73725,5/15/2020
5432,50 Birr,1679,83950,5/15/2020
5433,100 Birr,621,62100,5/15/2020
5434,25 Birr,4314,107850,5/15/2020
5435,5 Birr,3723,18615,5/15/2020
5436,50 Birr,1547,77350,5/14/2020
5437,100 Birr,589,58900,5/14/2020
5438,25 Birr,2773,69325,5/14/2020
5439,5 Birr,3490,17450,5/14/2020
5440,15 Birr,3316,49740,5/14/2020
