,Date,Quantity
1039,2021-10-06,12373.3
1043,2021-10-05,12270.3
1053,2021-10-04,12517.4
1065,2021-10-03,12519.0
1072,2021-10-02,12006.9
1082,2021-10-01,12024.9
1091,2021-09-30,11628.4
1100,2021-09-29,12082.5
1109,2021-09-28,11956.8
1118,2021-09-27,12256.4
1125,2021-09-26,11683.4
1137,2021-09-25,11218.4
1146,2021-09-24,11091.7
1153,2021-09-23,10940.6
1163,2021-09-22,11230.7
1172,2021-09-21,11163.1
1180,2021-09-20,11086.4
1191,2021-09-19,10954.5
1200,2021-09-18,10495.2
1206,2021-09-17,10281.8
1217,2021-09-16,10944.4
1226,2021-09-15,11527.3
1233,2021-09-14,11373.9
1240,2021-09-13,11592.9
1251,2021-09-12,12059.4
1260,2021-09-11,11694.9
1266,2021-09-10,11560.2
1278,2021-09-09,11921.6
1286,2021-09-08,12382.1
1295,2021-09-07,12616.7
1301,2021-09-06,12670.1
1314,2021-09-05,12580.7
1320,2021-09-04,12343.4
1331,2021-09-03,12255.7
1339,2021-09-02,11947.0
1346,2021-09-01,12152.6
1357,2021-08-31,12523.0
1366,2021-08-30,11976.5
1376,2021-08-29,11854.5
1384,2021-08-28,11124.3
1392,2021-08-27,10982.7
1404,2021-08-26,10921.6
1411,2021-08-25,11156.6
1423,2021-08-24,11103.3
1428,2021-08-23,11126.1
1436,2021-08-22,11448.2
1449,2021-08-21,10676.3
1454,2021-08-20,10811.6
1465,2021-08-19,11007.3
1473,2021-08-18,11723.3
1483,2021-08-17,11967.6
1489,2021-08-16,12057.6
1499,2021-08-15,12326.3
1506,2021-08-14,11712.9
1516,2021-08-13,11756.7
1523,2021-08-12,11707.9
1533,2021-08-11,12459.7
1544,2021-08-10,12672.8
1553,2021-08-09,12925.3
1564,2021-08-08,13656.1
1571,2021-08-07,13109.5
1581,2021-08-06,13263.5
1590,2021-08-05,12950.0
1600,2021-08-04,13515.4
1608,2021-08-03,13406.9
1609,2021-08-02,13377.1
1620,2021-08-01,13356.5
1631,2021-07-31,12656.2
1639,2021-07-30,12291.8
1647,2021-07-29,11187.0
1657,2021-07-28,11483.0
1665,2021-07-27,11285.5
1675,2021-07-26,11473.9
1682,2021-07-25,11300.8
1691,2021-07-24,10752.6
1700,2021-07-23,10827.7
1709,2021-07-22,10427.5
1716,2021-07-21,10742.4
1724,2021-07-20,10456.4
1735,2021-07-19,10055.0
1742,2021-07-18,10098.4
1753,2021-07-17,9602.2
1761,2021-07-16,9381.3
1766,2021-07-15,8994.8
1780,2021-07-14,9064.9
1787,2021-07-13,8849.2
1796,2021-07-12,9180.0
1801,2021-07-11,9514.1
1815,2021-07-10,9372.5
1819,2021-07-09,10107.5
1827,2021-07-08,10108.7
1837,2021-07-07,10441.8
1848,2021-07-06,10558.5
1857,2021-07-05,11294.6
1864,2021-07-04,11835.4
1876,2021-07-03,11433.5
1882,2021-07-02,11411.1
1892,2021-07-01,11307.4
1898,2021-06-30,11831.4
1903,2021-06-29,11577.2
1912,2021-06-28,11520.6
1924,2021-06-27,11881.6
1928,2021-06-26,11729.0
1939,2021-06-25,11813.4
1949,2021-06-24,12179.7
1957,2021-06-23,12972.4
1964,2021-06-22,13448.5
1974,2021-06-21,13850.5
1980,2021-06-20,13723.4
1992,2021-06-19,13541.4
2001,2021-06-18,14248.1
2009,2021-06-17,14453.4
2019,2021-06-16,14964.5
2028,2021-06-15,14986.0
2037,2021-06-14,15122.7
2046,2021-06-13,15463.0
2052,2021-06-12,14503.1
2062,2021-06-11,14706.0
2067,2021-06-10,15036.3
2078,2021-06-09,15880.1
2089,2021-06-08,15660.2
2095,2021-06-07,15496.9
2107,2021-06-06,15742.5
2115,2021-06-05,15088.2
2125,2021-06-04,14930.6
2131,2021-06-03,14533.1
2141,2021-06-02,15212.3
2152,2021-06-01,14983.1
2160,2021-05-31,15415.1
2167,2021-05-30,15078.5
2174,2021-05-29,14256.4
2184,2021-05-28,14476.0
2191,2021-05-27,13815.2
2201,2021-05-26,14088.3
2209,2021-05-25,13757.0
2219,2021-05-24,13843.1
2227,2021-05-23,14198.5
2237,2021-05-22,13409.9
2242,2021-05-21,13117.9
2253,2021-05-20,13053.0
2264,2021-05-19,13611.4
2273,2021-05-18,13491.9
2281,2021-05-17,13800.7
2286,2021-05-16,14099.9
2295,2021-05-15,14021.0
2303,2021-05-14,14128.7
2314,2021-05-13,14026.0
2322,2021-05-12,14078.9
2332,2021-05-11,14020.7
2340,2021-05-10,14216.5
2352,2021-05-09,14432.6
2360,2021-05-08,13869.4
2366,2021-05-07,13837.7
2375,2021-05-06,13824.5
2388,2021-05-05,14271.6
2398,2021-05-04,13912.7
2405,2021-05-03,13938.6
2410,2021-05-02,14725.9
2419,2021-05-01,13869.8
2430,2021-04-30,13881.1
2435,2021-04-29,13220.8
2444,2021-04-28,13315.5
2453,2021-04-27,13134.7
2463,2021-04-26,13069.4
2473,2021-04-25,12516.4
2484,2021-04-24,11970.5
2493,2021-04-23,11404.1
2497,2021-04-22,11047.0
2508,2021-04-21,11426.4
2517,2021-04-20,10756.8
2525,2021-04-19,11198.5
2533,2021-04-18,11439.6
2542,2021-04-17,10811.0
2546,2021-04-16,10337.1
2559,2021-04-15,10400.4
2564,2021-04-14,10740.2
2577,2021-04-13,10680.0
2585,2021-04-12,10529.4
2596,2021-04-11,10819.1
2603,2021-04-10,10490.5
2613,2021-04-09,11182.0
2622,2021-04-08,10857.3
2632,2021-04-07,11433.4
2641,2021-04-06,11641.7
2650,2021-04-05,11617.0
2653,2021-04-04,11765.2
2663,2021-04-03,11360.6
2671,2021-04-02,11535.0
2679,2021-04-01,11151.3
2685,2021-03-31,11736.6
2694,2021-03-30,10721.5
2707,2021-03-29,10744.7
2713,2021-03-28,10714.3
2724,2021-03-27,10311.1
2732,2021-03-26,10198.4
2744,2021-03-25,9972.4
2752,2021-03-24,10244.2
2760,2021-03-23,9921.9
2768,2021-03-22,9807.7
2776,2021-03-21,9650.9
2784,2021-03-20,9019.9
2795,2021-03-19,8953.7
2804,2021-03-18,8671.7
2805,2021-03-17,9273.6
2817,2021-03-16,9274.3
2824,2021-03-15,9402.3
2832,2021-03-14,9435.9
2841,2021-03-13,9032.9
2852,2021-03-12,9275.2
2862,2021-03-11,9307.0
2867,2021-03-10,9874.9
2875,2021-03-09,9798.4
2888,2021-03-08,10144.9
2896,2021-03-07,10054.7
2905,2021-03-06,9616.9
2911,2021-03-05,10219.4
2921,2021-03-04,10321.1
2930,2021-03-03,10863.4
2937,2021-03-02,10768.8
2950,2021-03-01,10545.8
2959,2021-02-28,10658.8
2965,2021-02-27,10328.3
2977,2021-02-26,10031.9
2985,2021-02-25,9928.6
2990,2021-02-24,10254.6
3003,2021-02-23,9322.6
3012,2021-02-22,9382.9
3022,2021-02-21,9506.8
3028,2021-02-20,8967.5
3033,2021-02-19,9107.8
3047,2021-02-18,8807.0
3055,2021-02-17,9175.1
3066,2021-02-16,9513.1
3072,2021-02-15,9404.1
3078,2021-02-14,9543.3
3092,2021-02-13,9388.1
3098,2021-02-12,9469.1
3109,2021-02-11,9206.1
3116,2021-02-10,10038.6
3124,2021-02-09,10021.1
3133,2021-02-08,10519.9
3137,2021-02-07,11049.2
3147,2021-02-06,10487.4
3158,2021-02-05,10658.2
3168,2021-02-04,10703.9
3175,2021-02-03,11340.6
3183,2021-02-02,11405.7
3192,2021-02-01,11904.7
3201,2021-01-31,12016.5
3206,2021-01-30,11951.9
3212,2021-01-29,11902.0
3224,2021-01-28,11619.8
3234,2021-01-27,11999.1
3244,2021-01-26,12046.0
3249,2021-01-25,12035.6
3257,2021-01-24,12335.5
3265,2021-01-23,11795.5
3276,2021-01-22,11840.4
3284,2021-01-21,11546.2
3292,2021-01-20,11797.6
3301,2021-01-19,11650.5
3308,2021-01-18,11322.9
3319,2021-01-17,12313.0
3329,2021-01-16,11980.1
3332,2021-01-15,12116.1
3345,2021-01-14,11488.9
3353,2021-01-13,11710.8
3360,2021-01-12,11339.5
3372,2021-01-11,11501.5
3380,2021-01-10,12211.8
3390,2021-01-09,11938.7
3399,2021-01-08,12585.2
3406,2021-01-07,11946.4
3415,2021-01-06,12047.2
3423,2021-01-05,12661.4
3434,2021-01-04,13141.5
3439,2021-01-03,13451.8
3447,2021-01-02,13186.7
3455,2021-01-01,13404.2
3459,2020-12-31,12940.2
3472,2020-12-30,13480.6
3480,2020-12-29,13424.5
3489,2020-12-28,13971.5
3494,2020-12-27,14423.4
3503,2020-12-26,13333.7
3512,2020-12-25,13370.7
3522,2020-12-24,13344.6
3527,2020-12-23,13857.0
3540,2020-12-22,13560.9
3550,2020-12-21,13290.3
3559,2020-12-20,13137.4
3565,2020-12-19,12590.0
3573,2020-12-18,12104.8
3585,2020-12-17,11760.1
3594,2020-12-16,12255.2
3599,2020-12-15,12016.6
3613,2020-12-14,12151.9
3620,2020-12-13,12354.4
3630,2020-12-12,11886.0
3637,2020-12-11,12235.7
3646,2020-12-10,12143.6
3656,2020-12-09,12488.7
3662,2020-12-08,12822.1
3670,2020-12-07,13313.6
3680,2020-12-06,13630.3
3691,2020-12-05,13100.3
3699,2020-12-04,12930.9
3707,2020-12-03,12705.2
3715,2020-12-02,13351.0
3727,2020-12-01,13660.0
3736,2020-11-30,13795.2
3743,2020-11-29,14459.8
3752,2020-11-28,13357.6
3762,2020-11-27,13154.9
3771,2020-11-26,12781.5
3780,2020-11-25,13379.4
3790,2020-11-24,13401.4
3798,2020-11-23,13132.5
3805,2020-11-22,12748.7
3817,2020-11-21,11736.9
3825,2020-11-20,11621.4
3834,2020-11-19,10890.5
3844,2020-11-18,11053.9
3851,2020-11-17,11260.0
3858,2020-11-16,11150.8
3870,2020-11-15,10974.5
3879,2020-11-14,10392.4
3884,2020-11-13,10553.8
3895,2020-11-12,10682.7
3903,2020-11-11,11135.5
3912,2020-11-10,11224.1
3922,2020-11-09,11065.5
3931,2020-11-08,11346.8
3937,2020-11-07,10246.5
3947,2020-11-06,10307.2
3953,2020-11-05,10267.6
3967,2020-11-04,10287.0
3975,2020-11-03,10144.9
3981,2020-11-02,9949.4
3993,2020-11-01,9547.3
4001,2020-10-31,8892.6
4009,2020-10-30,8639.6
4015,2020-10-29,8034.1
4026,2020-10-28,8209.2
4036,2020-10-27,7800.8
4043,2020-10-26,7434.8
4053,2020-10-25,7600.2
4061,2020-10-24,7022.5
4063,2020-10-23,6649.4
4077,2020-10-22,6566.3
4083,2020-10-21,6520.8
4092,2020-10-20,6449.2
4103,2020-10-19,6725.7
4109,2020-10-18,6759.4
4120,2020-10-17,6540.6
4126,2020-10-16,6567.0
4135,2020-10-15,6398.8
4144,2020-10-14,6701.6
4154,2020-10-13,6831.0
4160,2020-10-12,6681.3
4172,2020-10-11,6839.0
4180,2020-10-10,6596.3
4190,2020-10-09,6231.4
4195,2020-10-08,6463.9
4205,2020-10-07,6492.1
4210,2020-10-06,6471.0
4224,2020-10-05,6711.5
4233,2020-10-04,6613.8
4238,2020-10-03,6371.2
4250,2020-10-02,6474.8
4259,2020-10-01,6545.3
4267,2020-09-30,6805.7
4277,2020-09-29,7074.9
4286,2020-09-28,6803.3
4293,2020-09-27,7186.2
4299,2020-09-26,6843.0
4312,2020-09-25,6525.8
4317,2020-09-24,6498.2
4327,2020-09-23,6598.9
4339,2020-09-22,6574.4
4346,2020-09-21,6431.2
4353,2020-09-20,6289.9
4361,2020-09-19,5925.1
4374,2020-09-18,5803.7
4378,2020-09-17,5391.6
4389,2020-09-16,5556.9
4399,2020-09-15,5877.2
4409,2020-09-14,5857.3
4418,2020-09-13,6259.3
4426,2020-09-12,6124.5
4435,2020-09-11,6430.4
4438,2020-09-10,6469.5
4452,2020-09-09,7015.9
4459,2020-09-08,7373.7
4469,2020-09-07,7693.6
4478,2020-09-05,8943.3
4484,2020-09-04,8539.7
4494,2020-09-03,8867.8
4504,2020-09-02,9093.9
4513,2020-09-01,9820.2
4522,2020-08-31,9784.3
4531,2020-08-30,10014.4
4539,2020-08-29,9817.2
4548,2020-08-28,9726.5
4557,2020-08-27,9733.8
4566,2020-08-26,8921.6
4572,2020-08-25,9302.7
4582,2020-08-24,9337.4
4593,2020-08-23,9181.0
4598,2020-08-22,8745.8
4607,2020-08-21,8793.2
4619,2020-08-20,8917.8
4626,2020-08-19,9284.1
4636,2020-08-18,9658.6
4644,2020-08-17,10079.1
4649,2020-08-16,10241.5
4657,2020-08-15,10137.2
4669,2020-08-14,10383.3
4679,2020-08-13,10261.3
4683,2020-08-12,10781.8
4694,2020-08-11,10874.4
4699,2020-08-10,11075.1
4707,2020-08-09,11301.2
4720,2020-08-08,10849.0
4730,2020-08-07,10699.1
4738,2020-08-06,10594.5
4747,2020-08-05,11052.0
4753,2020-08-04,10733.7
4765,2020-08-03,11024.1
4770,2020-08-02,10870.9
4783,2020-08-01,10540.5
4792,2020-07-31,10265.1
4796,2020-07-30,9570.0
4807,2020-07-29,9758.9
4818,2020-07-28,9737.5
4823,2020-07-27,9797.7
4834,2020-07-26,9448.5
4841,2020-07-25,8988.4
4854,2020-07-24,8604.1
4860,2020-07-23,8390.0
4868,2020-07-22,8528.6
4878,2020-07-21,8236.5
4888,2020-07-20,8408.8
4898,2020-07-19,8066.2
4906,2020-07-18,7384.9
4913,2020-07-17,6722.4
4920,2020-07-16,6167.6
4923,2020-07-15,5914.3
4933,2020-07-14,5321.6
4938,2020-07-13,5288.1
4949,2020-07-12,4993.2
4955,2020-07-11,4483.9
4961,2020-07-10,4387.7
4970,2020-07-09,4281.4
4977,2020-07-08,4546.7
4984,2020-07-07,5781.5
4989,2020-07-06,6118.0
4996,2020-07-05,8138.2
5000,2020-07-04,8145.1
5007,2020-07-03,7918.0
5015,2020-07-02,7754.0
5020,2020-07-01,7774.4
5030,2020-06-30,7179.4
5040,2020-06-29,6911.0
5047,2020-06-28,7182.0
5054,2020-06-27,6185.4
5063,2020-06-26,6251.1
5074,2020-06-25,4826.9
5083,2020-06-24,5398.8
5091,2020-06-23,5630.9
5100,2020-06-22,6259.4
5113,2020-06-21,7061.3
5120,2020-06-20,7526.5
5126,2020-06-19,8197.0
5140,2020-06-18,8134.8
5143,2020-06-17,8024.5
5155,2020-06-16,7815.3
5165,2020-06-15,7978.2
5172,2020-06-14,7867.7
5178,2020-06-13,7463.4
5188,2020-06-12,7133.3
5198,2020-06-11,6785.9
5206,2020-06-10,6892.4
5215,2020-06-09,6636.3
5223,2020-06-08,6239.4
5233,2020-06-07,6137.0
5241,2020-06-06,5997.7
5251,2020-06-05,5542.1
5260,2020-06-04,5322.8
5269,2020-06-03,5334.4
5277,2020-06-02,5161.7
5287,2020-06-01,5078.3
5297,2020-05-31,4952.3
5304,2020-05-30,4722.4
5315,2020-05-29,4709.8
5323,2020-05-28,4677.2
5330,2020-05-27,4656.8
5338,2020-05-26,4569.3
5349,2020-05-25,4504.3
5355,2020-05-24,4322.3
5364,2020-05-23,3980.6
5372,2020-05-22,3910.5
5381,2020-05-21,3738.2
5389,2020-05-20,3641.5
5400,2020-05-19,3464.8
5408,2020-05-18,3221.9
5418,2020-05-17,3092.2
5425,2020-05-16,2821.0
5431,2020-05-15,2599.0
5435,2020-05-14,2407.2
5446,2020-05-13,2393.7
5450,2020-05-12,2171.4
5458,2020-05-11,1937.7
5462,2020-05-10,1754.5
5468,2020-05-09,1497.3
5474,2020-05-08,1383.9
